orig.ident	nCount_RNA	nFeature_RNA	percent.mt	ID	Cell_id	Embryo	Grade	Day	Preservation	Batch	Group	Index	Lineage	inferCNV_CNV_count	inferCNV_ploidy_sc
ST1219	294162	9045	2.007397284	human_E9_D6_NC_27	ST1219_R1.sc79	E9	4BC	D6	Fresh	ST1219	ICSI	ST1219_R1	TE	0	euploidy
ST1219	244916	8273	2.426546244	human_E9_D6_NC_28	ST1219_R1.sc81	E9	4BC	D6	Fresh	ST1219	ICSI	ST1219_R1	TE	0	euploidy
ST1219	297264	7938	2.300648582	human_E9_D6_NC_29	ST1219_R1.sc82	E9	4BC	D6	Fresh	ST1219	ICSI	ST1219_R1	TE	0	euploidy
ST1219	124941	7522	3.561681113	human_E9_D6_NC_3	ST1219_R2.sc79	E9	4BC	D6	Fresh	ST1219	ICSI	ST1219_R2	EPI	0	euploidy
ST1219	382131	9305	2.274089252	human_E9_D6_NC_30	ST1219_R1.sc83	E9	4BC	D6	Fresh	ST1219	ICSI	ST1219_R1	TE	0	euploidy
ST1219	674690	11181	1.377966177	human_E9_D6_NC_31	ST1219_R1.sc84	E9	4BC	D6	Fresh	ST1219	ICSI	ST1219_R1	TE	1	aneuploidy
ST1219	478319	9633	1.727717277	human_E9_D6_NC_33	ST1219_R1.sc86	E9	4BC	D6	Fresh	ST1219	ICSI	ST1219_R1	TE	0	euploidy
ST1219	207884	8628	2.96319101	human_E9_D6_NC_35	ST1219_R1.sc88	E9	4BC	D6	Fresh	ST1219	ICSI	ST1219_R1	TE	0	euploidy
ST1219	220911	8805	2.885324859	human_E9_D6_NC_4	ST1219_R2.sc80	E9	4BC	D6	Fresh	ST1219	ICSI	ST1219_R2	PE	0	euploidy
ST1219	144438	6827	3.085753057	human_E9_D6_NC_6	ST1219_R2.sc82	E9	4BC	D6	Fresh	ST1219	ICSI	ST1219_R2	PE	0	euploidy
