Cell_id	Embryo	Grade	Day	Group	Lineage
ST1228_R3.sc90	E49	5B+B	D6	ST	PE
ST1228_R3.sc91	E49	5B+B	D6	ST	EPI
ST1228_R3.sc92	E49	5B+B	D6	ST	PE
ST1228_R1.sc11	E49	5B+B	D6	ST	TE
ST1228_R1.sc12	E49	5B+B	D6	ST	TE
ST1228_R1.sc13	E49	5B+B	D6	ST	PE
ST1228_R1.sc14	E49	5B+B	D6	ST	TE
ST1228_R1.sc15	E49	5B+B	D6	ST	EPI
ST1228_R1.sc16	E49	5B+B	D6	ST	TE
ST1228_R1.sc17	E49	5B+B	D6	ST	TE
ST1228_R1.sc18	E49	5B+B	D6	ST	TE
ST1228_R1.sc19	E49	5B+B	D6	ST	TE
ST1228_R1.sc2	E49	5B+B	D6	ST	TE
ST1228_R1.sc20	E49	5B+B	D6	ST	TE
ST1228_R1.sc21	E49	5B+B	D6	ST	TE
ST1228_R1.sc22	E49	5B+B	D6	ST	TE
ST1228_R1.sc23	E49	5B+B	D6	ST	TE
ST1228_R1.sc24	E49	5B+B	D6	ST	TE
ST1228_R1.sc25	E49	5B+B	D6	ST	TE
ST1228_R1.sc26	E49	5B+B	D6	ST	TE
ST1228_R1.sc29	E49	5B+B	D6	ST	TE
ST1228_R1.sc3	E49	5B+B	D6	ST	TE
ST1228_R1.sc31	E49	5B+B	D6	ST	TE
ST1228_R1.sc32	E49	5B+B	D6	ST	TE
ST1228_R1.sc33	E49	5B+B	D6	ST	TE
ST1228_R1.sc34	E49	5B+B	D6	ST	TE
ST1228_R1.sc35	E49	5B+B	D6	ST	TE
ST1228_R1.sc36	E49	5B+B	D6	ST	TE
ST1228_R1.sc37	E49	5B+B	D6	ST	TE
ST1228_R1.sc38	E49	5B+B	D6	ST	TE
ST1228_R1.sc39	E49	5B+B	D6	ST	TE
ST1228_R1.sc4	E49	5B+B	D6	ST	TE
ST1228_R1.sc40	E49	5B+B	D6	ST	TE
ST1228_R1.sc41	E49	5B+B	D6	ST	TE
ST1228_R1.sc42	E49	5B+B	D6	ST	TE
ST1228_R1.sc43	E49	5B+B	D6	ST	TE
ST1228_R1.sc44	E49	5B+B	D6	ST	TE
ST1228_R1.sc45	E49	5B+B	D6	ST	TE
ST1228_R1.sc47	E49	5B+B	D6	ST	TE
ST1228_R1.sc48	E49	5B+B	D6	ST	TE
ST1228_R1.sc49	E49	5B+B	D6	ST	TE
ST1228_R1.sc5	E49	5B+B	D6	ST	TE
ST1228_R1.sc50	E49	5B+B	D6	ST	TE
ST1228_R1.sc51	E49	5B+B	D6	ST	EPI
ST1228_R1.sc52	E49	5B+B	D6	ST	TE
ST1228_R1.sc53	E49	5B+B	D6	ST	TE
ST1228_R1.sc54	E49	5B+B	D6	ST	TE
ST1228_R1.sc55	E49	5B+B	D6	ST	TE
ST1228_R1.sc57	E49	5B+B	D6	ST	TE
ST1228_R1.sc58	E49	5B+B	D6	ST	TE
ST1228_R1.sc59	E49	5B+B	D6	ST	TE
ST1228_R1.sc6	E49	5B+B	D6	ST	TE
ST1228_R1.sc60	E49	5B+B	D6	ST	TE
ST1228_R1.sc61	E49	5B+B	D6	ST	TE
ST1228_R1.sc62	E49	5B+B	D6	ST	TE
ST1228_R1.sc63	E49	5B+B	D6	ST	TE
ST1228_R1.sc64	E49	5B+B	D6	ST	TE
ST1228_R1.sc65	E49	5B+B	D6	ST	TE
ST1228_R1.sc67	E49	5B+B	D6	ST	PE
ST1228_R1.sc68	E49	5B+B	D6	ST	TE
ST1228_R1.sc69	E49	5B+B	D6	ST	TE
ST1228_R1.sc7	E49	5B+B	D6	ST	TE
ST1228_R1.sc71	E49	5B+B	D6	ST	TE
ST1228_R1.sc72	E49	5B+B	D6	ST	TE
ST1228_R1.sc73	E49	5B+B	D6	ST	TE
ST1228_R1.sc74	E49	5B+B	D6	ST	TE
ST1228_R1.sc77	E49	5B+B	D6	ST	TE
ST1228_R1.sc78	E49	5B+B	D6	ST	TE
ST1228_R1.sc79	E49	5B+B	D6	ST	PE
ST1228_R1.sc8	E49	5B+B	D6	ST	TE
ST1228_R1.sc80	E49	5B+B	D6	ST	EPI
ST1228_R1.sc81	E49	5B+B	D6	ST	TE
ST1228_R1.sc82	E49	5B+B	D6	ST	TE
ST1228_R1.sc83	E49	5B+B	D6	ST	PE
ST1228_R1.sc84	E49	5B+B	D6	ST	TE
ST1228_R1.sc85	E49	5B+B	D6	ST	EPI
ST1228_R1.sc87	E49	5B+B	D6	ST	EPI
ST1228_R1.sc89	E49	5B+B	D6	ST	EPI
ST1228_R1.sc9	E49	5B+B	D6	ST	TE
ST1228_R1.sc90	E49	5B+B	D6	ST	PE
ST1228_R1.sc91	E49	5B+B	D6	ST	TE
ST1228_R1.sc93	E49	5B+B	D6	ST	TE
ST1228_R1.sc94	E49	5B+B	D6	ST	TE
ST1228_R1.sc96	E49	5B+B	D6	ST	TE
ST1228_R3.sc81	E49	5B+B	D6	ST	TE
ST1228_R3.sc82	E49	5B+B	D6	ST	TE
ST1228_R3.sc83	E49	5B+B	D6	ST	TE
ST1219_R1.sc1	E5	5CC	D5	ICSI	EPI
ST1219_R1.sc10	E5	5CC	D5	ICSI	TE
ST1219_R1.sc11	E5	5CC	D5	ICSI	TE
ST1219_R1.sc12	E5	5CC	D5	ICSI	PE
ST1219_R1.sc13	E5	5CC	D5	ICSI	TE
ST1219_R1.sc14	E5	5CC	D5	ICSI	TE
ST1219_R1.sc15	E5	5CC	D5	ICSI	EPI
ST1219_R1.sc16	E5	5CC	D5	ICSI	TE
ST1219_R1.sc18	E5	5CC	D5	ICSI	EPI
ST1219_R1.sc19	E5	5CC	D5	ICSI	TE
ST1219_R1.sc2	E5	5CC	D5	ICSI	TE
ST1219_R1.sc20	E5	5CC	D5	ICSI	TE
ST1219_R1.sc21	E5	5CC	D5	ICSI	EPI
ST1219_R1.sc22	E5	5CC	D5	ICSI	TE
ST1219_R1.sc23	E5	5CC	D5	ICSI	TE
ST1219_R1.sc24	E5	5CC	D5	ICSI	TE
ST1219_R1.sc25	E5	5CC	D5	ICSI	TE
ST1219_R1.sc26	E5	5CC	D5	ICSI	TE
ST1219_R1.sc27	E5	5CC	D5	ICSI	TE
ST1219_R1.sc28	E5	5CC	D5	ICSI	TE
ST1219_R1.sc29	E5	5CC	D5	ICSI	TE
ST1219_R1.sc3	E5	5CC	D5	ICSI	TE
ST1219_R1.sc30	E5	5CC	D5	ICSI	TE
ST1219_R1.sc31	E5	5CC	D5	ICSI	TE
ST1219_R1.sc4	E5	5CC	D5	ICSI	EPI
ST1219_R1.sc5	E5	5CC	D5	ICSI	TE
ST1219_R1.sc6	E5	5CC	D5	ICSI	EPI
ST1219_R1.sc7	E5	5CC	D5	ICSI	TE
ST1219_R1.sc9	E5	5CC	D5	ICSI	EPI
ST1228_R3.sc1	E50	5BB-	D6	ST	TE
ST1228_R3.sc11	E50	5BB-	D6	ST	TE
ST1228_R3.sc12	E50	5BB-	D6	ST	TE
ST1228_R3.sc13	E50	5BB-	D6	ST	TE
ST1228_R3.sc14	E50	5BB-	D6	ST	TE
ST1228_R3.sc15	E50	5BB-	D6	ST	TE
ST1228_R3.sc16	E50	5BB-	D6	ST	TE
ST1228_R3.sc25	E50	5BB-	D6	ST	EPI
ST1228_R3.sc27	E50	5BB-	D6	ST	EPI
ST1228_R3.sc29	E50	5BB-	D6	ST	TE
ST1228_R3.sc30	E50	5BB-	D6	ST	TE
ST1228_R3.sc31	E50	5BB-	D6	ST	TE
ST1228_R3.sc32	E50	5BB-	D6	ST	TE
ST1228_R3.sc17	E50	5BB-	D6	ST	TE
ST1228_R3.sc18	E50	5BB-	D6	ST	TE
ST1228_R3.sc19	E50	5BB-	D6	ST	TE
ST1228_R3.sc20	E50	5BB-	D6	ST	TE
ST1228_R3.sc21	E50	5BB-	D6	ST	TE
ST1228_R3.sc23	E50	5BB-	D6	ST	TE
ST1228_R3.sc24	E50	5BB-	D6	ST	TE
ST1228_R3.sc33	E50	5BB-	D6	ST	TE
ST1228_R3.sc35	E50	5BB-	D6	ST	TE
ST1228_R3.sc36	E50	5BB-	D6	ST	TE
ST1228_R3.sc37	E50	5BB-	D6	ST	TE
ST1228_R3.sc38	E50	5BB-	D6	ST	TE
ST1228_R3.sc39	E50	5BB-	D6	ST	TE
ST1228_R3.sc40	E50	5BB-	D6	ST	TE
ST1228_R3.sc41	E50	5BB-	D6	ST	TE
ST1228_R3.sc42	E50	5BB-	D6	ST	TE
ST1228_R3.sc43	E50	5BB-	D6	ST	TE
ST1228_R3.sc44	E50	5BB-	D6	ST	TE
ST1228_R3.sc45	E50	5BB-	D6	ST	TE
ST1228_R3.sc46	E50	5BB-	D6	ST	TE
ST1228_R3.sc47	E50	5BB-	D6	ST	TE
ST1228_R3.sc48	E50	5BB-	D6	ST	TE
ST1228_R3.sc49	E50	5BB-	D6	ST	TE
ST1228_R3.sc50	E50	5BB-	D6	ST	TE
ST1228_R3.sc51	E50	5BB-	D6	ST	TE
ST1228_R3.sc52	E50	5BB-	D6	ST	TE
ST1228_R3.sc53	E50	5BB-	D6	ST	TE
ST1228_R3.sc54	E50	5BB-	D6	ST	TE
ST1228_R3.sc55	E50	5BB-	D6	ST	TE
ST1228_R3.sc56	E50	5BB-	D6	ST	TE
ST1228_R3.sc57	E50	5BB-	D6	ST	TE
ST1228_R3.sc58	E50	5BB-	D6	ST	TE
ST1228_R3.sc59	E50	5BB-	D6	ST	TE
ST1228_R3.sc60	E50	5BB-	D6	ST	TE
ST1228_R3.sc61	E50	5BB-	D6	ST	TE
ST1228_R3.sc62	E50	5BB-	D6	ST	TE
ST1228_R3.sc63	E50	5BB-	D6	ST	TE
ST1228_R3.sc64	E50	5BB-	D6	ST	TE
ST1228_R3.sc73	E50	5BB-	D6	ST	TE
ST1228_R3.sc74	E50	5BB-	D6	ST	TE
ST1228_R3.sc75	E50	5BB-	D6	ST	TE
ST1228_R3.sc76	E50	5BB-	D6	ST	TE
ST1228_R3.sc8	E50	5BB-	D6	ST	EPI
ST1228_R2.sc10	E51	5BB	D6	ST	TE
ST1228_R2.sc11	E51	5BB	D6	ST	TE
ST1228_R2.sc12	E51	5BB	D6	ST	TE
ST1228_R2.sc13	E51	5BB	D6	ST	TE
ST1228_R2.sc14	E51	5BB	D6	ST	TE
ST1228_R2.sc15	E51	5BB	D6	ST	TE
ST1228_R2.sc16	E51	5BB	D6	ST	TE
ST1228_R2.sc17	E51	5BB	D6	ST	TE
ST1228_R2.sc18	E51	5BB	D6	ST	TE
ST1228_R2.sc19	E51	5BB	D6	ST	TE
ST1228_R2.sc20	E51	5BB	D6	ST	TE
ST1228_R2.sc21	E51	5BB	D6	ST	TE
ST1228_R2.sc22	E51	5BB	D6	ST	TE
ST1228_R2.sc23	E51	5BB	D6	ST	TE
ST1228_R2.sc24	E51	5BB	D6	ST	TE
ST1228_R2.sc25	E51	5BB	D6	ST	TE
ST1228_R2.sc26	E51	5BB	D6	ST	TE
ST1228_R2.sc27	E51	5BB	D6	ST	TE
ST1228_R2.sc28	E51	5BB	D6	ST	TE
ST1228_R2.sc29	E51	5BB	D6	ST	TE
ST1228_R2.sc30	E51	5BB	D6	ST	TE
ST1228_R2.sc31	E51	5BB	D6	ST	TE
ST1228_R2.sc32	E51	5BB	D6	ST	TE
ST1228_R2.sc33	E51	5BB	D6	ST	TE
ST1228_R2.sc34	E51	5BB	D6	ST	TE
ST1228_R2.sc35	E51	5BB	D6	ST	TE
ST1228_R2.sc36	E51	5BB	D6	ST	TE
ST1228_R2.sc37	E51	5BB	D6	ST	TE
ST1228_R2.sc38	E51	5BB	D6	ST	TE
ST1228_R2.sc39	E51	5BB	D6	ST	TE
ST1228_R2.sc4	E51	5BB	D6	ST	TE
ST1228_R2.sc40	E51	5BB	D6	ST	EPI
ST1228_R2.sc41	E51	5BB	D6	ST	PE
ST1228_R2.sc42	E51	5BB	D6	ST	TE
ST1228_R2.sc43	E51	5BB	D6	ST	TE
ST1228_R2.sc44	E51	5BB	D6	ST	TE
ST1228_R2.sc45	E51	5BB	D6	ST	TE
ST1228_R2.sc46	E51	5BB	D6	ST	TE
ST1228_R2.sc48	E51	5BB	D6	ST	TE
ST1228_R2.sc49	E51	5BB	D6	ST	TE
ST1228_R2.sc50	E51	5BB	D6	ST	TE
ST1228_R2.sc51	E51	5BB	D6	ST	PE
ST1228_R2.sc52	E51	5BB	D6	ST	TE
ST1228_R2.sc53	E51	5BB	D6	ST	TE
ST1228_R2.sc54	E51	5BB	D6	ST	TE
ST1228_R2.sc55	E51	5BB	D6	ST	TE
ST1228_R2.sc56	E51	5BB	D6	ST	TE
ST1228_R2.sc57	E51	5BB	D6	ST	TE
ST1228_R2.sc58	E51	5BB	D6	ST	TE
ST1228_R2.sc59	E51	5BB	D6	ST	TE
ST1228_R2.sc60	E51	5BB	D6	ST	TE
ST1228_R2.sc61	E51	5BB	D6	ST	TE
ST1228_R2.sc62	E51	5BB	D6	ST	TE
ST1228_R2.sc63	E51	5BB	D6	ST	TE
ST1228_R2.sc64	E51	5BB	D6	ST	TE
ST1228_R2.sc65	E51	5BB	D6	ST	TE
ST1228_R2.sc66	E51	5BB	D6	ST	TE
ST1228_R2.sc67	E51	5BB	D6	ST	TE
ST1228_R2.sc68	E51	5BB	D6	ST	TE
ST1228_R2.sc69	E51	5BB	D6	ST	TE
ST1228_R2.sc70	E51	5BB	D6	ST	TE
ST1228_R2.sc71	E51	5BB	D6	ST	TE
ST1228_R2.sc72	E51	5BB	D6	ST	TE
ST1228_R2.sc81	E51	5BB	D6	ST	TE
ST1228_R2.sc82	E51	5BB	D6	ST	TE
ST1228_R2.sc83	E51	5BB	D6	ST	TE
ST1228_R2.sc84	E51	5BB	D6	ST	TE
ST1228_R2.sc85	E51	5BB	D6	ST	TE
ST1228_R2.sc86	E51	5BB	D6	ST	TE
ST1228_R2.sc87	E51	5BB	D6	ST	TE
ST1228_R2.sc89	E51	5BB	D6	ST	TE
ST1228_R2.sc90	E51	5BB	D6	ST	TE
ST1228_R2.sc91	E51	5BB	D6	ST	TE
ST1228_R2.sc92	E51	5BB	D6	ST	TE
ST1228_R2.sc93	E51	5BB	D6	ST	TE
ST1228_R2.sc94	E51	5BB	D6	ST	TE
ST1228_R2.sc95	E51	5BB	D6	ST	TE
ST1228_R2.sc96	E51	5BB	D6	ST	TE
ST1228_R3.sc93	E51	5BB	D6	ST	TE
ST1228_R3.sc94	E51	5BB	D6	ST	TE
ST1228_R3.sc95	E51	5BB	D6	ST	TE
ST1228_R3.sc96	E51	5BB	D6	ST	TE
ST0110_R3.sc1	E52	5BB	D6	ST	TE
ST0110_R3.sc12	E52	5BB	D6	ST	EPI
ST0110_R3.sc13	E52	5BB	D6	ST	TE
ST0110_R3.sc14	E52	5BB	D6	ST	TE
ST0110_R3.sc2	E52	5BB	D6	ST	EPI
ST0110_R3.sc24	E52	5BB	D6	ST	EPI
ST0110_R3.sc25	E52	5BB	D6	ST	EPI
ST0110_R3.sc29	E52	5BB	D6	ST	EPI
ST0110_R3.sc30	E52	5BB	D6	ST	TE
ST0110_R3.sc31	E52	5BB	D6	ST	TE
ST0110_R3.sc32	E52	5BB	D6	ST	TE
ST0110_R3.sc33	E52	5BB	D6	ST	TE
ST0110_R3.sc34	E52	5BB	D6	ST	TE
ST0110_R3.sc36	E52	5BB	D6	ST	TE
ST0110_R3.sc37	E52	5BB	D6	ST	TE
ST0110_R3.sc38	E52	5BB	D6	ST	TE
ST0110_R3.sc39	E52	5BB	D6	ST	EPI
ST0110_R3.sc40	E52	5BB	D6	ST	TE
ST0110_R3.sc41	E52	5BB	D6	ST	TE
ST0110_R3.sc42	E52	5BB	D6	ST	TE
ST0110_R3.sc43	E52	5BB	D6	ST	TE
ST0110_R3.sc44	E52	5BB	D6	ST	TE
ST0110_R3.sc45	E52	5BB	D6	ST	TE
ST0110_R3.sc46	E52	5BB	D6	ST	TE
ST0110_R3.sc47	E52	5BB	D6	ST	TE
ST0110_R3.sc51	E52	5BB	D6	ST	TE
ST0110_R3.sc52	E52	5BB	D6	ST	TE
ST0110_R3.sc53	E52	5BB	D6	ST	TE
ST0110_R3.sc54	E52	5BB	D6	ST	TE
ST0110_R3.sc55	E52	5BB	D6	ST	TE
ST0110_R3.sc56	E52	5BB	D6	ST	TE
ST0110_R3.sc58	E52	5BB	D6	ST	EPI
ST0110_R3.sc59	E52	5BB	D6	ST	EPI
ST0110_R3.sc6	E52	5BB	D6	ST	EPI
ST0110_R3.sc60	E52	5BB	D6	ST	TE
ST0110_R3.sc61	E52	5BB	D6	ST	TE
ST0110_R3.sc62	E52	5BB	D6	ST	TE
ST0110_R3.sc63	E52	5BB	D6	ST	TE
ST0110_R3.sc64	E52	5BB	D6	ST	TE
ST0110_R3.sc65	E52	5BB	D6	ST	TE
ST0110_R3.sc66	E52	5BB	D6	ST	TE
ST0110_R3.sc67	E52	5BB	D6	ST	TE
ST0110_R3.sc68	E52	5BB	D6	ST	TE
ST0110_R3.sc69	E52	5BB	D6	ST	TE
ST0110_R3.sc70	E52	5BB	D6	ST	TE
ST0110_R3.sc71	E52	5BB	D6	ST	TE
ST0110_R3.sc72	E52	5BB	D6	ST	TE
ST0110_R3.sc73	E52	5BB	D6	ST	TE
ST0110_R3.sc74	E52	5BB	D6	ST	TE
ST0110_R3.sc75	E52	5BB	D6	ST	TE
ST0110_R3.sc76	E52	5BB	D6	ST	TE
ST0110_R3.sc77	E52	5BB	D6	ST	TE
ST0110_R3.sc78	E52	5BB	D6	ST	TE
ST0110_R3.sc79	E52	5BB	D6	ST	TE
ST0110_R3.sc80	E52	5BB	D6	ST	TE
ST0110_R3.sc82	E52	5BB	D6	ST	TE
ST0110_R3.sc83	E52	5BB	D6	ST	TE
ST0110_R3.sc84	E52	5BB	D6	ST	TE
ST0110_R3.sc86	E52	5BB	D6	ST	TE
ST0110_R3.sc87	E52	5BB	D6	ST	TE
ST0110_R3.sc88	E52	5BB	D6	ST	TE
ST0110_R3.sc9	E52	5BB	D6	ST	EPI
ST0110_R3.sc92	E52	5BB	D6	ST	TE
ST0110_R3.sc93	E52	5BB	D6	ST	EPI
ST0110_R3.sc94	E52	5BB	D6	ST	EPI
ST0110_R3.sc95	E52	5BB	D6	ST	TE
ST0110_R3.sc96	E52	5BB	D6	ST	TE
ST1219_R1.sc33	E6	5CC	D5	ICSI	EPI
ST1219_R1.sc43	E6	5CC	D5	ICSI	EPI
ST1219_R1.sc44	E6	5CC	D5	ICSI	EPI
ST1219_R1.sc45	E6	5CC	D5	ICSI	TE
ST1219_R1.sc48	E6	5CC	D5	ICSI	EPI
ST1219_R1.sc49	E6	5CC	D5	ICSI	EPI
ST1219_R1.sc50	E6	5CC	D5	ICSI	TE
ST1219_R1.sc51	E6	5CC	D5	ICSI	TE
ST1219_R1.sc34	E6	5CC	D5	ICSI	EPI
ST1219_R1.sc52	E6	5CC	D5	ICSI	EPI
ST1219_R1.sc54	E6	5CC	D5	ICSI	TE
ST1219_R1.sc57	E6	5CC	D5	ICSI	TE
ST1219_R1.sc35	E6	5CC	D5	ICSI	TE
ST1219_R1.sc65	E6	5CC	D5	ICSI	TE
ST1219_R1.sc66	E6	5CC	D5	ICSI	TE
ST1219_R1.sc67	E6	5CC	D5	ICSI	TE
ST1219_R1.sc69	E6	5CC	D5	ICSI	TE
ST1219_R1.sc71	E6	5CC	D5	ICSI	TE
ST1219_R1.sc36	E6	5CC	D5	ICSI	TE
ST1219_R1.sc72	E6	5CC	D5	ICSI	TE
ST1219_R1.sc37	E6	5CC	D5	ICSI	TE
ST1219_R1.sc38	E6	5CC	D5	ICSI	EPI
ST1219_R1.sc39	E6	5CC	D5	ICSI	EPI
ST1219_R1.sc40	E6	5CC	D5	ICSI	EPI
ST1219_R2.sc1	E7	6BC	D6	ICSI	TE
ST1219_R2.sc10	E7	6BC	D6	ICSI	TE
ST1219_R2.sc11	E7	6BC	D6	ICSI	TE
ST1219_R2.sc12	E7	6BC	D6	ICSI	TE
ST1219_R2.sc13	E7	6BC	D6	ICSI	TE
ST1219_R2.sc14	E7	6BC	D6	ICSI	TE
ST1219_R2.sc15	E7	6BC	D6	ICSI	TE
ST1219_R2.sc16	E7	6BC	D6	ICSI	EPI
ST1219_R2.sc17	E7	6BC	D6	ICSI	TE
ST1219_R2.sc18	E7	6BC	D6	ICSI	TE
ST1219_R2.sc19	E7	6BC	D6	ICSI	EPI
ST1219_R2.sc2	E7	6BC	D6	ICSI	TE
ST1219_R2.sc20	E7	6BC	D6	ICSI	TE
ST1219_R2.sc21	E7	6BC	D6	ICSI	TE
ST1219_R2.sc22	E7	6BC	D6	ICSI	TE
ST1219_R2.sc23	E7	6BC	D6	ICSI	TE
ST1219_R2.sc24	E7	6BC	D6	ICSI	EPI
ST1219_R2.sc25	E7	6BC	D6	ICSI	TE
ST1219_R2.sc26	E7	6BC	D6	ICSI	TE
ST1219_R2.sc27	E7	6BC	D6	ICSI	TE
ST1219_R2.sc28	E7	6BC	D6	ICSI	TE
ST1219_R2.sc29	E7	6BC	D6	ICSI	TE
ST1219_R2.sc3	E7	6BC	D6	ICSI	TE
ST1219_R2.sc30	E7	6BC	D6	ICSI	PE
ST1219_R2.sc31	E7	6BC	D6	ICSI	EPI
ST1219_R2.sc32	E7	6BC	D6	ICSI	TE
ST1219_R2.sc33	E7	6BC	D6	ICSI	TE
ST1219_R2.sc34	E7	6BC	D6	ICSI	PE
ST1219_R2.sc35	E7	6BC	D6	ICSI	TE
ST1219_R2.sc5	E7	6BC	D6	ICSI	PE
ST1219_R2.sc6	E7	6BC	D6	ICSI	TE
ST1219_R2.sc7	E7	6BC	D6	ICSI	TE
ST1219_R2.sc8	E7	6BC	D6	ICSI	TE
ST1219_R2.sc9	E7	6BC	D6	ICSI	EPI
ST1219_R2.sc36	E8	4CB	D6	ICSI	TE
ST1219_R2.sc45	E8	4CB	D6	ICSI	EPI
ST1219_R2.sc47	E8	4CB	D6	ICSI	EPI
ST1219_R2.sc48	E8	4CB	D6	ICSI	PE
ST1219_R2.sc49	E8	4CB	D6	ICSI	TE
ST1219_R2.sc50	E8	4CB	D6	ICSI	TE
ST1219_R2.sc51	E8	4CB	D6	ICSI	EPI
ST1219_R2.sc52	E8	4CB	D6	ICSI	TE
ST1219_R2.sc53	E8	4CB	D6	ICSI	TE
ST1219_R2.sc54	E8	4CB	D6	ICSI	TE
ST1219_R2.sc55	E8	4CB	D6	ICSI	EPI
ST1219_R2.sc56	E8	4CB	D6	ICSI	TE
ST1219_R2.sc57	E8	4CB	D6	ICSI	TE
ST1219_R2.sc59	E8	4CB	D6	ICSI	TE
ST1219_R2.sc60	E8	4CB	D6	ICSI	EPI
ST1219_R2.sc61	E8	4CB	D6	ICSI	TE
ST1219_R2.sc62	E8	4CB	D6	ICSI	EPI
ST1219_R2.sc63	E8	4CB	D6	ICSI	TE
ST1219_R2.sc64	E8	4CB	D6	ICSI	TE
ST1219_R2.sc38	E8	4CB	D6	ICSI	EPI
ST1219_R2.sc65	E8	4CB	D6	ICSI	TE
ST1219_R2.sc66	E8	4CB	D6	ICSI	TE
ST1219_R2.sc67	E8	4CB	D6	ICSI	TE
ST1219_R2.sc68	E8	4CB	D6	ICSI	TE
ST1219_R2.sc70	E8	4CB	D6	ICSI	TE
ST1219_R2.sc71	E8	4CB	D6	ICSI	TE
ST1219_R2.sc72	E8	4CB	D6	ICSI	TE
ST1219_R2.sc73	E8	4CB	D6	ICSI	TE
ST1219_R2.sc74	E8	4CB	D6	ICSI	TE
ST1219_R2.sc39	E8	4CB	D6	ICSI	EPI
ST1219_R2.sc75	E8	4CB	D6	ICSI	TE
ST1219_R2.sc76	E8	4CB	D6	ICSI	TE
ST1219_R2.sc40	E8	4CB	D6	ICSI	TE
ST1219_R2.sc41	E8	4CB	D6	ICSI	EPI
ST1219_R2.sc42	E8	4CB	D6	ICSI	EPI
ST1219_R2.sc43	E8	4CB	D6	ICSI	TE
ST1219_R2.sc44	E8	4CB	D6	ICSI	EPI
ST1219_R2.sc77	E9	4BC	D6	ICSI	PE
ST1219_R2.sc87	E9	4BC	D6	ICSI	TE
ST1219_R2.sc89	E9	4BC	D6	ICSI	TE
ST1219_R2.sc91	E9	4BC	D6	ICSI	PE
ST1219_R2.sc92	E9	4BC	D6	ICSI	TE
ST1219_R2.sc95	E9	4BC	D6	ICSI	PE
ST1219_R2.sc78	E9	4BC	D6	ICSI	EPI
ST1219_R2.sc96	E9	4BC	D6	ICSI	TE
ST1219_R1.sc73	E9	4BC	D6	ICSI	TE
ST1219_R1.sc74	E9	4BC	D6	ICSI	TE
ST1219_R1.sc75	E9	4BC	D6	ICSI	TE
ST1219_R1.sc76	E9	4BC	D6	ICSI	TE
ST1219_R1.sc78	E9	4BC	D6	ICSI	TE
ST1219_R1.sc79	E9	4BC	D6	ICSI	TE
ST1219_R1.sc81	E9	4BC	D6	ICSI	TE
ST1219_R1.sc82	E9	4BC	D6	ICSI	TE
ST1219_R2.sc79	E9	4BC	D6	ICSI	EPI
ST1219_R1.sc83	E9	4BC	D6	ICSI	TE
ST1219_R1.sc84	E9	4BC	D6	ICSI	TE
ST1219_R1.sc86	E9	4BC	D6	ICSI	TE
ST1219_R1.sc88	E9	4BC	D6	ICSI	TE
ST1219_R2.sc80	E9	4BC	D6	ICSI	PE
ST1219_R2.sc82	E9	4BC	D6	ICSI	PE
