Cell_id	Embryo	Grade	Day	Group	Lineage
ST1024_R5.sc79	E27	4CC	D6	ICSI	TE
ST1024_R5.sc40	E27	4CC	D6	ICSI	TE
ST1024_R7.sc10	E28	4CB	D6	ICSI	TE
ST1024_R7.sc14	E28	4CB	D6	ICSI	TE
ST1024_R7.sc24	E28	4CB	D6	ICSI	TE
ST1024_R7.sc35	E28	4CB	D6	ICSI	TE
ST1003_R2.sc1	E29	4BB	D6	ICSI	EPI
ST1003_R2.sc11	E29	4BB	D6	ICSI	TE
ST1003_R2.sc12	E29	4BB	D6	ICSI	TE
ST1003_R2.sc13	E29	4BB	D6	ICSI	EPI
ST1003_R2.sc14	E29	4BB	D6	ICSI	TE
ST1003_R2.sc15	E29	4BB	D6	ICSI	TE
ST1003_R2.sc17	E29	4BB	D6	ICSI	TE
ST1003_R2.sc18	E29	4BB	D6	ICSI	TE
ST1003_R2.sc19	E29	4BB	D6	ICSI	TE
ST1003_R2.sc2	E29	4BB	D6	ICSI	TE
ST1003_R2.sc20	E29	4BB	D6	ICSI	TE
ST1003_R2.sc21	E29	4BB	D6	ICSI	TE
ST1003_R2.sc22	E29	4BB	D6	ICSI	TE
ST1003_R2.sc23	E29	4BB	D6	ICSI	TE
ST1003_R2.sc24	E29	4BB	D6	ICSI	TE
ST1003_R2.sc25	E29	4BB	D6	ICSI	TE
ST1003_R2.sc26	E29	4BB	D6	ICSI	EPI
ST1003_R2.sc27	E29	4BB	D6	ICSI	TE
ST1003_R2.sc28	E29	4BB	D6	ICSI	TE
ST1003_R2.sc29	E29	4BB	D6	ICSI	EPI
ST1003_R2.sc3	E29	4BB	D6	ICSI	TE
ST1003_R2.sc30	E29	4BB	D6	ICSI	EPI
ST1003_R2.sc31	E29	4BB	D6	ICSI	EPI
ST1003_R2.sc32	E29	4BB	D6	ICSI	TE
ST1003_R2.sc33	E29	4BB	D6	ICSI	TE
ST1003_R2.sc34	E29	4BB	D6	ICSI	TE
ST1003_R2.sc35	E29	4BB	D6	ICSI	TE
ST1003_R2.sc36	E29	4BB	D6	ICSI	TE
ST1003_R2.sc37	E29	4BB	D6	ICSI	TE
ST1003_R2.sc39	E29	4BB	D6	ICSI	TE
ST1003_R2.sc40	E29	4BB	D6	ICSI	EPI
ST1003_R2.sc42	E29	4BB	D6	ICSI	EPI
ST1003_R2.sc43	E29	4BB	D6	ICSI	EPI
ST1003_R2.sc44	E29	4BB	D6	ICSI	TE
ST1003_R2.sc45	E29	4BB	D6	ICSI	TE
ST1003_R2.sc46	E29	4BB	D6	ICSI	TE
ST1003_R2.sc47	E29	4BB	D6	ICSI	TE
ST1003_R2.sc48	E29	4BB	D6	ICSI	TE
ST1003_R2.sc49	E29	4BB	D6	ICSI	TE
ST1003_R2.sc5	E29	4BB	D6	ICSI	TE
ST1003_R2.sc50	E29	4BB	D6	ICSI	TE
ST1003_R2.sc6	E29	4BB	D6	ICSI	TE
ST1003_R2.sc7	E29	4BB	D6	ICSI	EPI
ST1003_R2.sc8	E29	4BB	D6	ICSI	TE
ST1003_R2.sc9	E29	4BB	D6	ICSI	TE
ST1008_R3.sc81	E3	5CC	D5	ST	EPI
ST1008_R3.sc90	E3	5CC	D5	ST	TE
ST1008_R3.sc91	E3	5CC	D5	ST	TE
ST1008_R3.sc92	E3	5CC	D5	ST	TE
ST1008_R3.sc93	E3	5CC	D5	ST	TE
ST1008_R3.sc94	E3	5CC	D5	ST	TE
ST1008_R3.sc95	E3	5CC	D5	ST	TE
ST1008_R3.sc96	E3	5CC	D5	ST	EPI
ST1008_R3.sc84	E3	5CC	D5	ST	TE
ST1008_R3.sc85	E3	5CC	D5	ST	TE
ST1008_R3.sc86	E3	5CC	D5	ST	TE
ST1008_R3.sc87	E3	5CC	D5	ST	EPI
ST1008_R3.sc88	E3	5CC	D5	ST	EPI
ST1008_R3.sc89	E3	5CC	D5	ST	EPI
ST1003_R2.sc51	E30	4BB	D6	ICSI	EPI
ST1003_R2.sc60	E30	4BB	D6	ICSI	TE
ST1003_R2.sc61	E30	4BB	D6	ICSI	TE
ST1003_R2.sc62	E30	4BB	D6	ICSI	TE
ST1003_R2.sc63	E30	4BB	D6	ICSI	EPI
ST1003_R2.sc64	E30	4BB	D6	ICSI	EPI
ST1003_R2.sc65	E30	4BB	D6	ICSI	TE
ST1003_R2.sc67	E30	4BB	D6	ICSI	TE
ST1003_R2.sc68	E30	4BB	D6	ICSI	TE
ST1003_R2.sc69	E30	4BB	D6	ICSI	TE
ST1003_R2.sc52	E30	4BB	D6	ICSI	EPI
ST1003_R2.sc70	E30	4BB	D6	ICSI	TE
ST1003_R2.sc71	E30	4BB	D6	ICSI	TE
ST1003_R2.sc72	E30	4BB	D6	ICSI	TE
ST1003_R2.sc73	E30	4BB	D6	ICSI	TE
ST1003_R2.sc74	E30	4BB	D6	ICSI	TE
ST1003_R2.sc75	E30	4BB	D6	ICSI	EPI
ST1003_R2.sc76	E30	4BB	D6	ICSI	TE
ST1003_R2.sc78	E30	4BB	D6	ICSI	TE
ST1003_R2.sc79	E30	4BB	D6	ICSI	TE
ST1003_R2.sc53	E30	4BB	D6	ICSI	EPI
ST1003_R2.sc80	E30	4BB	D6	ICSI	EPI
ST1003_R2.sc81	E30	4BB	D6	ICSI	TE
ST1003_R2.sc82	E30	4BB	D6	ICSI	TE
ST1003_R2.sc83	E30	4BB	D6	ICSI	TE
ST1003_R2.sc84	E30	4BB	D6	ICSI	TE
ST1003_R2.sc86	E30	4BB	D6	ICSI	TE
ST1003_R2.sc87	E30	4BB	D6	ICSI	TE
ST1003_R2.sc88	E30	4BB	D6	ICSI	EPI
ST1003_R2.sc89	E30	4BB	D6	ICSI	TE
ST1003_R2.sc54	E30	4BB	D6	ICSI	EPI
ST1003_R2.sc90	E30	4BB	D6	ICSI	TE
ST1003_R2.sc91	E30	4BB	D6	ICSI	TE
ST1003_R2.sc92	E30	4BB	D6	ICSI	TE
ST1003_R2.sc93	E30	4BB	D6	ICSI	TE
ST1003_R2.sc94	E30	4BB	D6	ICSI	TE
ST1003_R2.sc95	E30	4BB	D6	ICSI	TE
ST1003_R2.sc96	E30	4BB	D6	ICSI	TE
ST1024_R7.sc41	E30	4BB	D6	ICSI	EPI
ST1024_R7.sc42	E30	4BB	D6	ICSI	EPI
ST1024_R7.sc43	E30	4BB	D6	ICSI	EPI
ST1003_R2.sc55	E30	4BB	D6	ICSI	TE
ST1024_R7.sc44	E30	4BB	D6	ICSI	TE
ST1024_R7.sc45	E30	4BB	D6	ICSI	EPI
ST1024_R7.sc46	E30	4BB	D6	ICSI	TE
ST1024_R7.sc47	E30	4BB	D6	ICSI	TE
ST1024_R7.sc48	E30	4BB	D6	ICSI	TE
ST1024_R7.sc57	E30	4BB	D6	ICSI	TE
ST1024_R7.sc58	E30	4BB	D6	ICSI	TE
ST1024_R7.sc59	E30	4BB	D6	ICSI	TE
ST1003_R2.sc56	E30	4BB	D6	ICSI	EPI
ST1003_R2.sc57	E30	4BB	D6	ICSI	TE
ST1003_R2.sc58	E30	4BB	D6	ICSI	TE
ST1003_R2.sc59	E30	4BB	D6	ICSI	TE
ST1024_R7.sc60	E31	4CB	D6	ICSI	TE
ST1024_R7.sc54	E31	4CB	D6	ICSI	TE
ST1024_R7.sc55	E31	4CB	D6	ICSI	TE
ST1024_R7.sc56	E31	4CB	D6	ICSI	TE
ST1024_R7.sc65	E31	4CB	D6	ICSI	TE
ST1024_R7.sc66	E31	4CB	D6	ICSI	TE
ST1024_R7.sc68	E31	4CB	D6	ICSI	TE
ST1024_R7.sc69	E31	4CB	D6	ICSI	TE
ST1024_R7.sc70	E31	4CB	D6	ICSI	TE
ST1024_R7.sc61	E31	4CB	D6	ICSI	TE
ST1024_R7.sc71	E31	4CB	D6	ICSI	TE
ST1024_R7.sc73	E31	4CB	D6	ICSI	TE
ST1024_R7.sc75	E31	4CB	D6	ICSI	TE
ST1024_R7.sc76	E31	4CB	D6	ICSI	TE
ST1024_R7.sc78	E31	4CB	D6	ICSI	EPI
ST1024_R7.sc79	E31	4CB	D6	ICSI	TE
ST1024_R7.sc62	E31	4CB	D6	ICSI	TE
ST1024_R7.sc81	E31	4CB	D6	ICSI	TE
ST1024_R7.sc82	E31	4CB	D6	ICSI	TE
ST1024_R7.sc83	E31	4CB	D6	ICSI	TE
ST1024_R7.sc84	E31	4CB	D6	ICSI	TE
ST1024_R7.sc85	E31	4CB	D6	ICSI	TE
ST1024_R7.sc89	E31	4CB	D6	ICSI	TE
ST1024_R7.sc90	E31	4CB	D6	ICSI	TE
ST1024_R7.sc63	E31	4CB	D6	ICSI	TE
ST1024_R7.sc92	E31	4CB	D6	ICSI	TE
ST1024_R7.sc64	E31	4CB	D6	ICSI	TE
ST1024_R7.sc49	E31	4CB	D6	ICSI	TE
ST1024_R7.sc50	E31	4CB	D6	ICSI	TE
ST1024_R7.sc51	E31	4CB	D6	ICSI	TE
ST1024_R7.sc52	E31	4CB	D6	ICSI	TE
ST1024_R6.sc1	E32	4BB	D6	ICSI	TE
ST1024_R6.sc10	E32	4BB	D6	ICSI	TE
ST1024_R6.sc11	E32	4BB	D6	ICSI	TE
ST1024_R6.sc12	E32	4BB	D6	ICSI	TE
ST1024_R6.sc13	E32	4BB	D6	ICSI	TE
ST1024_R6.sc14	E32	4BB	D6	ICSI	TE
ST1024_R6.sc15	E32	4BB	D6	ICSI	TE
ST1024_R6.sc16	E32	4BB	D6	ICSI	TE
ST1024_R6.sc17	E32	4BB	D6	ICSI	TE
ST1024_R6.sc19	E32	4BB	D6	ICSI	EPI
ST1024_R6.sc2	E32	4BB	D6	ICSI	TE
ST1024_R6.sc21	E32	4BB	D6	ICSI	TE
ST1024_R6.sc22	E32	4BB	D6	ICSI	TE
ST1024_R6.sc25	E32	4BB	D6	ICSI	TE
ST1024_R6.sc26	E32	4BB	D6	ICSI	TE
ST1024_R6.sc27	E32	4BB	D6	ICSI	TE
ST1024_R6.sc29	E32	4BB	D6	ICSI	TE
ST1024_R6.sc3	E32	4BB	D6	ICSI	TE
ST1024_R6.sc30	E32	4BB	D6	ICSI	TE
ST1024_R6.sc31	E32	4BB	D6	ICSI	TE
ST1024_R6.sc32	E32	4BB	D6	ICSI	TE
ST1024_R6.sc34	E32	4BB	D6	ICSI	TE
ST1024_R6.sc35	E32	4BB	D6	ICSI	TE
ST1024_R6.sc36	E32	4BB	D6	ICSI	TE
ST1024_R6.sc38	E32	4BB	D6	ICSI	TE
ST1024_R6.sc39	E32	4BB	D6	ICSI	TE
ST1024_R6.sc4	E32	4BB	D6	ICSI	TE
ST1024_R6.sc40	E32	4BB	D6	ICSI	TE
ST1024_R6.sc41	E32	4BB	D6	ICSI	EPI
ST1024_R6.sc43	E32	4BB	D6	ICSI	TE
ST1024_R6.sc45	E32	4BB	D6	ICSI	TE
ST1024_R6.sc49	E32	4BB	D6	ICSI	EPI
ST1024_R6.sc5	E32	4BB	D6	ICSI	TE
ST1024_R6.sc50	E32	4BB	D6	ICSI	EPI
ST1024_R6.sc51	E32	4BB	D6	ICSI	EPI
ST1024_R6.sc52	E32	4BB	D6	ICSI	TE
ST1024_R6.sc53	E32	4BB	D6	ICSI	EPI
ST1024_R6.sc54	E32	4BB	D6	ICSI	TE
ST1024_R6.sc55	E32	4BB	D6	ICSI	TE
ST1024_R6.sc57	E32	4BB	D6	ICSI	TE
ST1024_R6.sc58	E32	4BB	D6	ICSI	TE
ST1024_R6.sc59	E32	4BB	D6	ICSI	TE
ST1024_R6.sc6	E32	4BB	D6	ICSI	TE
ST1024_R6.sc60	E32	4BB	D6	ICSI	TE
ST1024_R6.sc61	E32	4BB	D6	ICSI	TE
ST1024_R6.sc62	E32	4BB	D6	ICSI	TE
ST1024_R6.sc63	E32	4BB	D6	ICSI	TE
ST1024_R6.sc64	E32	4BB	D6	ICSI	TE
ST1024_R6.sc65	E32	4BB	D6	ICSI	TE
ST1024_R6.sc66	E32	4BB	D6	ICSI	TE
ST1024_R6.sc68	E32	4BB	D6	ICSI	TE
ST1024_R6.sc69	E32	4BB	D6	ICSI	TE
ST1024_R6.sc8	E32	4BB	D6	ICSI	TE
ST1024_R6.sc9	E32	4BB	D6	ICSI	TE
ST1024_R6.sc73	E33	4CC	D6	ICSI	TE
ST1024_R6.sc84	E33	4CC	D6	ICSI	TE
ST1024_R6.sc74	E33	4CC	D6	ICSI	TE
ST1024_R6.sc75	E33	4CC	D6	ICSI	TE
ST1024_R6.sc76	E33	4CC	D6	ICSI	EPI
ST1024_R6.sc78	E33	4CC	D6	ICSI	TE
ST1024_R3.sc10	E34	3AB	D7	ST	TE
ST1024_R3.sc12	E34	3AB	D7	ST	TE
ST1024_R3.sc13	E34	3AB	D7	ST	TE
ST1024_R3.sc14	E34	3AB	D7	ST	TE
ST1024_R3.sc15	E34	3AB	D7	ST	TE
ST1024_R3.sc16	E34	3AB	D7	ST	TE
ST1024_R3.sc17	E34	3AB	D7	ST	EPI
ST1024_R3.sc18	E34	3AB	D7	ST	EPI
ST1024_R3.sc19	E34	3AB	D7	ST	EPI
ST1024_R3.sc20	E34	3AB	D7	ST	TE
ST1024_R3.sc21	E34	3AB	D7	ST	TE
ST1024_R3.sc22	E34	3AB	D7	ST	TE
ST1024_R3.sc25	E34	3AB	D7	ST	TE
ST1024_R3.sc26	E34	3AB	D7	ST	TE
ST1024_R3.sc27	E34	3AB	D7	ST	TE
ST1024_R3.sc29	E34	3AB	D7	ST	TE
ST1024_R3.sc30	E34	3AB	D7	ST	TE
ST1024_R3.sc35	E34	3AB	D7	ST	TE
ST1024_R3.sc6	E34	3AB	D7	ST	TE
ST1024_R3.sc7	E34	3AB	D7	ST	TE
ST1024_R3.sc8	E34	3AB	D7	ST	EPI
ST1024_R3.sc9	E34	3AB	D7	ST	EPI
ST1024_R3.sc41	E35	5B-B-	D7	ST	TE
ST1024_R3.sc50	E35	5B-B-	D7	ST	TE
ST1024_R3.sc51	E35	5B-B-	D7	ST	TE
ST1024_R3.sc52	E35	5B-B-	D7	ST	TE
ST1024_R3.sc53	E35	5B-B-	D7	ST	TE
ST1024_R3.sc54	E35	5B-B-	D7	ST	TE
ST1024_R3.sc56	E35	5B-B-	D7	ST	TE
ST1024_R3.sc42	E35	5B-B-	D7	ST	TE
ST1024_R3.sc43	E35	5B-B-	D7	ST	TE
ST1024_R3.sc73	E35	5B-B-	D7	ST	TE
ST1024_R3.sc74	E35	5B-B-	D7	ST	TE
ST1024_R3.sc76	E35	5B-B-	D7	ST	TE
ST1024_R3.sc77	E35	5B-B-	D7	ST	TE
ST1024_R3.sc79	E35	5B-B-	D7	ST	TE
ST1024_R3.sc44	E35	5B-B-	D7	ST	TE
ST1024_R3.sc81	E35	5B-B-	D7	ST	TE
ST1024_R3.sc83	E35	5B-B-	D7	ST	TE
ST1024_R3.sc84	E35	5B-B-	D7	ST	TE
ST1024_R3.sc85	E35	5B-B-	D7	ST	TE
ST1024_R3.sc86	E35	5B-B-	D7	ST	TE
ST1024_R3.sc87	E35	5B-B-	D7	ST	TE
ST1024_R3.sc88	E35	5B-B-	D7	ST	TE
ST1024_R3.sc89	E35	5B-B-	D7	ST	TE
ST1024_R3.sc90	E35	5B-B-	D7	ST	TE
ST1024_R3.sc91	E35	5B-B-	D7	ST	TE
ST1024_R3.sc92	E35	5B-B-	D7	ST	TE
ST1024_R3.sc93	E35	5B-B-	D7	ST	TE
ST1024_R3.sc94	E35	5B-B-	D7	ST	TE
ST1024_R3.sc46	E35	5B-B-	D7	ST	TE
ST1024_R3.sc47	E35	5B-B-	D7	ST	TE
ST1024_R3.sc48	E35	5B-B-	D7	ST	TE
ST1024_R3.sc49	E35	5B-B-	D7	ST	TE
ST0102_R2.sc50	E4	5BC	D6	ST	TE
ST0102_R2.sc59	E4	5BC	D6	ST	TE
ST0102_R2.sc60	E4	5BC	D6	ST	TE
ST0102_R2.sc64	E4	5BC	D6	ST	TE
ST0102_R2.sc66	E4	5BC	D6	ST	TE
ST0102_R2.sc67	E4	5BC	D6	ST	TE
ST0102_R2.sc68	E4	5BC	D6	ST	TE
ST0102_R2.sc70	E4	5BC	D6	ST	TE
ST0102_R2.sc76	E4	5BC	D6	ST	TE
ST0102_R2.sc77	E4	5BC	D6	ST	TE
ST0102_R2.sc86	E4	5BC	D6	ST	TE
ST0102_R2.sc89	E4	5BC	D6	ST	TE
ST0102_R2.sc90	E4	5BC	D6	ST	TE
ST0102_R2.sc93	E4	5BC	D6	ST	TE
ST0102_R2.sc56	E4	5BC	D6	ST	TE
ST0102_R2.sc57	E4	5BC	D6	ST	TE
ST0102_R2.sc58	E4	5BC	D6	ST	TE
ST0110_R1.sc1	E42	5BB	D5	ST	EPI
ST0110_R1.sc11	E42	5BB	D5	ST	TE
ST0110_R1.sc12	E42	5BB	D5	ST	TE
ST0110_R1.sc13	E42	5BB	D5	ST	TE
ST0110_R1.sc14	E42	5BB	D5	ST	TE
ST0110_R1.sc34	E42	5BB	D5	ST	TE
ST0110_R1.sc35	E42	5BB	D5	ST	TE
ST0110_R1.sc37	E42	5BB	D5	ST	TE
ST0110_R1.sc40	E42	5BB	D5	ST	TE
ST0110_R1.sc41	E42	5BB	D5	ST	EPI
ST0110_R1.sc42	E42	5BB	D5	ST	TE
ST0110_R1.sc43	E42	5BB	D5	ST	TE
ST0110_R1.sc44	E42	5BB	D5	ST	TE
ST0110_R1.sc45	E42	5BB	D5	ST	TE
ST0110_R1.sc46	E42	5BB	D5	ST	TE
ST0110_R1.sc48	E42	5BB	D5	ST	EPI
ST0110_R1.sc50	E42	5BB	D5	ST	TE
ST0110_R1.sc51	E42	5BB	D5	ST	TE
ST0110_R1.sc55	E42	5BB	D5	ST	TE
ST0110_R1.sc4	E42	5BB	D5	ST	EPI
ST0110_R1.sc56	E42	5BB	D5	ST	TE
ST0110_R1.sc57	E42	5BB	D5	ST	TE
ST0110_R1.sc58	E42	5BB	D5	ST	TE
ST0110_R1.sc59	E42	5BB	D5	ST	TE
ST0110_R1.sc61	E42	5BB	D5	ST	TE
ST0110_R1.sc62	E42	5BB	D5	ST	TE
ST0110_R1.sc63	E42	5BB	D5	ST	TE
ST0110_R1.sc64	E42	5BB	D5	ST	TE
ST0110_R1.sc65	E42	5BB	D5	ST	TE
ST0110_R1.sc66	E42	5BB	D5	ST	TE
ST0110_R1.sc67	E42	5BB	D5	ST	TE
ST0110_R1.sc68	E42	5BB	D5	ST	TE
ST0110_R1.sc69	E42	5BB	D5	ST	TE
ST0110_R1.sc70	E42	5BB	D5	ST	TE
ST0110_R1.sc71	E42	5BB	D5	ST	TE
ST0110_R1.sc72	E42	5BB	D5	ST	TE
ST0110_R1.sc73	E42	5BB	D5	ST	TE
ST0110_R1.sc74	E42	5BB	D5	ST	TE
ST0110_R1.sc75	E42	5BB	D5	ST	TE
ST0110_R1.sc76	E42	5BB	D5	ST	TE
ST0110_R1.sc77	E42	5BB	D5	ST	TE
ST0110_R1.sc78	E42	5BB	D5	ST	TE
ST0110_R1.sc79	E42	5BB	D5	ST	TE
ST0110_R1.sc80	E42	5BB	D5	ST	TE
ST0110_R1.sc81	E42	5BB	D5	ST	TE
ST0110_R1.sc82	E42	5BB	D5	ST	TE
ST0110_R1.sc83	E42	5BB	D5	ST	TE
ST0110_R1.sc84	E42	5BB	D5	ST	TE
ST0110_R1.sc85	E42	5BB	D5	ST	EPI
ST0110_R1.sc86	E42	5BB	D5	ST	EPI
ST0110_R1.sc87	E42	5BB	D5	ST	TE
ST0110_R1.sc88	E42	5BB	D5	ST	TE
ST0110_R1.sc90	E42	5BB	D5	ST	TE
ST0110_R1.sc91	E42	5BB	D5	ST	TE
ST0110_R1.sc92	E42	5BB	D5	ST	TE
ST0110_R1.sc93	E42	5BB	D5	ST	TE
ST0110_R1.sc8	E42	5BB	D5	ST	TE
ST0110_R1.sc9	E42	5BB	D5	ST	EPI
ST0111_R1.sc14	E43	5BB	D5	ST	TE
ST0111_R1.sc25	E43	5BB	D5	ST	EPI
ST0111_R1.sc26	E43	5BB	D5	ST	EPI
ST0111_R1.sc27	E43	5BB	D5	ST	EPI
ST0111_R1.sc28	E43	5BB	D5	ST	EPI
ST0111_R1.sc29	E43	5BB	D5	ST	TE
ST0111_R1.sc30	E43	5BB	D5	ST	TE
ST0111_R1.sc31	E43	5BB	D5	ST	TE
ST0111_R1.sc33	E43	5BB	D5	ST	TE
ST0111_R1.sc34	E43	5BB	D5	ST	TE
ST0111_R1.sc36	E43	5BB	D5	ST	TE
ST0111_R1.sc37	E43	5BB	D5	ST	TE
ST0111_R1.sc38	E43	5BB	D5	ST	EPI
ST0111_R1.sc39	E43	5BB	D5	ST	EPI
ST0111_R1.sc40	E43	5BB	D5	ST	TE
ST0111_R1.sc41	E43	5BB	D5	ST	TE
ST0111_R1.sc42	E43	5BB	D5	ST	TE
ST0111_R1.sc43	E43	5BB	D5	ST	TE
ST0111_R1.sc48	E43	5BB	D5	ST	TE
ST0111_R1.sc53	E43	5BB	D5	ST	TE
ST0111_R1.sc54	E43	5BB	D5	ST	TE
ST0111_R1.sc55	E43	5BB	D5	ST	TE
ST0111_R1.sc56	E43	5BB	D5	ST	TE
ST0111_R1.sc57	E43	5BB	D5	ST	TE
ST0111_R1.sc58	E43	5BB	D5	ST	TE
ST0111_R1.sc59	E43	5BB	D5	ST	TE
ST0111_R1.sc60	E43	5BB	D5	ST	TE
ST0111_R1.sc61	E43	5BB	D5	ST	TE
ST0111_R1.sc62	E43	5BB	D5	ST	TE
ST0111_R1.sc63	E43	5BB	D5	ST	TE
ST0111_R1.sc64	E43	5BB	D5	ST	TE
ST0111_R1.sc82	E44	5BB-	D5	ST	TE
ST0111_R1.sc85	E44	5BB-	D5	ST	EPI
ST0111_R1.sc86	E44	5BB-	D5	ST	EPI
ST0111_R1.sc87	E44	5BB-	D5	ST	TE
ST0111_R1.sc88	E44	5BB-	D5	ST	EPI
ST0111_R1.sc89	E44	5BB-	D5	ST	EPI
ST0111_R1.sc90	E44	5BB-	D5	ST	TE
ST0111_R1.sc91	E44	5BB-	D5	ST	TE
ST0111_R1.sc92	E44	5BB-	D5	ST	TE
ST0111_R1.sc93	E44	5BB-	D5	ST	TE
ST0111_R1.sc95	E44	5BB-	D5	ST	TE
ST0111_R1.sc96	E44	5BB-	D5	ST	TE
ST0111_R1.sc81	E44	5BB-	D5	ST	TE
ST0111_R2.sc10	E45	4CB	D7	ST	EPI
ST0111_R2.sc12	E45	4CB	D7	ST	TE
ST0111_R2.sc13	E45	4CB	D7	ST	TE
ST0111_R2.sc14	E45	4CB	D7	ST	TE
ST0111_R2.sc15	E45	4CB	D7	ST	TE
ST0111_R2.sc30	E45	4CB	D7	ST	TE
ST0111_R2.sc32	E45	4CB	D7	ST	TE
ST0111_R2.sc33	E45	4CB	D7	ST	EPI
ST0111_R2.sc35	E45	4CB	D7	ST	TE
ST0111_R2.sc36	E45	4CB	D7	ST	TE
ST0111_R2.sc37	E45	4CB	D7	ST	TE
ST0111_R2.sc4	E45	4CB	D7	ST	TE
ST0111_R2.sc6	E45	4CB	D7	ST	TE
ST0111_R2.sc38	E46	5CB	D6	ST	TE
ST0111_R2.sc55	E46	5CB	D6	ST	TE
ST0111_R2.sc56	E46	5CB	D6	ST	TE
ST0111_R2.sc57	E46	5CB	D6	ST	TE
ST0111_R2.sc58	E46	5CB	D6	ST	TE
ST0111_R2.sc59	E46	5CB	D6	ST	TE
ST0111_R2.sc60	E46	5CB	D6	ST	EPI
ST0111_R2.sc61	E46	5CB	D6	ST	TE
ST0111_R2.sc62	E46	5CB	D6	ST	TE
ST0111_R2.sc63	E46	5CB	D6	ST	TE
ST0111_R2.sc64	E46	5CB	D6	ST	TE
ST0111_R2.sc39	E46	5CB	D6	ST	TE
ST0111_R2.sc65	E46	5CB	D6	ST	TE
ST0111_R2.sc67	E46	5CB	D6	ST	TE
ST0111_R2.sc68	E46	5CB	D6	ST	TE
ST0111_R2.sc69	E46	5CB	D6	ST	TE
ST0111_R2.sc71	E46	5CB	D6	ST	TE
ST0111_R2.sc40	E46	5CB	D6	ST	TE
ST0111_R2.sc76	E46	5CB	D6	ST	TE
ST0111_R2.sc77	E46	5CB	D6	ST	TE
ST0111_R2.sc78	E46	5CB	D6	ST	TE
ST0111_R2.sc80	E46	5CB	D6	ST	TE
ST0111_R2.sc49	E46	5CB	D6	ST	TE
ST0111_R2.sc86	E46	5CB	D6	ST	TE
ST0111_R2.sc50	E46	5CB	D6	ST	TE
ST0111_R2.sc51	E46	5CB	D6	ST	TE
ST0111_R2.sc54	E46	5CB	D6	ST	EPI
ST0110_R2.sc9	E47	5BC	D6	ST	EPI
ST0110_R2.sc18	E47	5BC	D6	ST	EPI
ST0110_R2.sc19	E47	5BC	D6	ST	TE
ST0110_R2.sc20	E47	5BC	D6	ST	TE
ST0110_R2.sc21	E47	5BC	D6	ST	TE
ST0110_R2.sc22	E47	5BC	D6	ST	TE
ST0110_R2.sc23	E47	5BC	D6	ST	TE
ST0110_R2.sc24	E47	5BC	D6	ST	TE
ST0110_R2.sc25	E47	5BC	D6	ST	TE
ST0110_R2.sc26	E47	5BC	D6	ST	TE
ST0110_R2.sc27	E47	5BC	D6	ST	EPI
ST0110_R2.sc10	E47	5BC	D6	ST	EPI
ST0110_R2.sc28	E47	5BC	D6	ST	EPI
ST0110_R2.sc29	E47	5BC	D6	ST	TE
ST0110_R2.sc30	E47	5BC	D6	ST	TE
ST0110_R2.sc31	E47	5BC	D6	ST	TE
ST0110_R2.sc32	E47	5BC	D6	ST	TE
ST0110_R2.sc33	E47	5BC	D6	ST	TE
ST0110_R2.sc34	E47	5BC	D6	ST	TE
ST0110_R2.sc35	E47	5BC	D6	ST	TE
ST0110_R2.sc36	E47	5BC	D6	ST	TE
ST0110_R2.sc37	E47	5BC	D6	ST	TE
ST0110_R2.sc11	E47	5BC	D6	ST	EPI
ST0110_R2.sc38	E47	5BC	D6	ST	TE
ST0110_R2.sc39	E47	5BC	D6	ST	TE
ST0110_R2.sc40	E47	5BC	D6	ST	TE
ST0110_R2.sc42	E47	5BC	D6	ST	TE
ST0110_R2.sc43	E47	5BC	D6	ST	TE
ST0110_R2.sc44	E47	5BC	D6	ST	TE
ST0110_R2.sc45	E47	5BC	D6	ST	TE
ST0110_R2.sc47	E47	5BC	D6	ST	TE
ST0110_R2.sc13	E47	5BC	D6	ST	EPI
ST0110_R2.sc14	E47	5BC	D6	ST	EPI
ST0110_R2.sc15	E47	5BC	D6	ST	TE
ST0110_R2.sc16	E47	5BC	D6	ST	EPI
ST0110_R2.sc17	E47	5BC	D6	ST	EPI
ST0110_R2.sc67	E48	4BC	D6	ST	TE
ST0110_R2.sc75	E48	4BC	D6	ST	TE
ST0110_R2.sc76	E48	4BC	D6	ST	TE
ST0110_R2.sc77	E48	4BC	D6	ST	TE
ST0110_R2.sc78	E48	4BC	D6	ST	TE
ST0110_R2.sc79	E48	4BC	D6	ST	TE
ST0110_R2.sc80	E48	4BC	D6	ST	TE
ST0110_R2.sc81	E48	4BC	D6	ST	TE
ST0110_R2.sc82	E48	4BC	D6	ST	TE
ST0110_R2.sc83	E48	4BC	D6	ST	TE
ST0110_R2.sc84	E48	4BC	D6	ST	TE
ST0110_R2.sc85	E48	4BC	D6	ST	TE
ST1228_R1.sc1	E49	5B+B	D6	ST	TE
ST1228_R1.sc10	E49	5B+B	D6	ST	TE
ST1228_R3.sc84	E49	5B+B	D6	ST	TE
ST1228_R3.sc85	E49	5B+B	D6	ST	TE
ST1228_R3.sc86	E49	5B+B	D6	ST	TE
ST1228_R3.sc87	E49	5B+B	D6	ST	TE
ST1228_R3.sc88	E49	5B+B	D6	ST	TE
ST1228_R3.sc89	E49	5B+B	D6	ST	TE
