Sample	Total_base	Total_read	Clean_read	Mapped_read	Mapping_ratio	Dedup_read	Dedup_base	Genomic_base	Genomic_coverage	Genomic_depth	Lambda_percent	Conversion_ratio	CpG_TotalCpG.1X.	CpG_TotalUnique.1X.	CpG_MeanCov.1X.	CpG_MethRatio.1X.	CpG_MethReadRatio.1X.	CpG_TotalCpG.3X.	CpG_TotalUnique.3X.	CpG_MeanCov.3X.	CpG_MethRatio.3X.	CpG_MethReadRatio.3X.	CpG_TotalCpG.5X.	CpG_TotalUnique.5X.	CpG_MeanCov.5X.	CpG_MethRatio.5X.	CpG_MethReadRatio.5X.	CpG_TotalCpG.10X.	CpG_TotalUnique.10X.	CpG_MeanCov.10X.	CpG_MethRatio.10X.	CpG_MethReadRatio.10X.	CHH_TotalCHH.1X.	CHH_TotalUnique.1X.	CHH_MeanCov.1X.	CHH_MethRatio.1X.	CHH_MethReadRatio.1X.	CHH_TotalCHH.3X.	CHH_TotalUnique.3X.	CHH_MeanCov.3X.	CHH_MethRatio.3X.	CHH_MethReadRatio.3X.	CHH_TotalCHH.5X.	CHH_TotalUnique.5X.	CHH_MeanCov.5X.	CHH_MethRatio.5X.	CHH_MethReadRatio.5X.	CHH_TotalCHH.10X.	CHH_TotalUnique.10X.	CHH_MeanCov.10X.	CHH_MethRatio.10X.	CHH_MethReadRatio.10X.	CHG_TotalCHG.1X.	CHG_TotalUnique.1X.	CHG_MeanCov.1X.	CHG_MethRatio.1X.	CHG_MethReadRatio.1X.	CHG_TotalCHG.3X.	CHG_TotalUnique.3X.	CHG_MeanCov.3X.	CHG_MethRatio.3X.	CHG_MethReadRatio.3X.	CHG_TotalCHG.5X.	CHG_TotalUnique.5X.	CHG_MeanCov.5X.	CHG_MethRatio.5X.	CHG_MethReadRatio.5X.	CHG_TotalCHG.10X.	CHG_TotalUnique.10X.	CHG_MeanCov.10X.	CHG_MethRatio.10X.	CHG_MethReadRatio.10X.	orig.ident	nCount_RNA	nFeature_RNA	percent.mt	Cell_id	Embryo	Grade	Day	Preservation	Batch	Group	Index	Lineage	Stage	PBAT_index	PBAT_batch	lambda_percent	Meth_QC
human_E25_D6_Cryo_NC_8	2651181600	17674544	18996410	10544246	55.5065	5680978	797032671	711325566	15.2236	0.2424	10.7533	99.38	15455201	9657106	1.600396744	20.75235368	18.33557994	5038506	1265297	3.982073774	13.15531391	12.56792658	1674839	241266	6.94187743	9.508072252	9.948021547	344415	11161	30.85879401	8.391349341	12.12252747	140932160	99672133	1.4139575	6.343273808	5.556657303	31094414	8551939	3.635948994	2.645403653	3.283953708	6960595	1124898	6.187756579	2.943369283	5.740446012	789824	29480	26.79185889	17.83567639	30.08044474	49490939	33825117	1.463141694	5.143159508	4.454195986	12368108	3344842	3.697665839	2.134771125	2.644142647	3072173	493064	6.230779371	2.127083462	4.251897699	355847	14771	24.0909214	10.52011712	22.15384381	ST1003	482495	9732	1.31172343754858	ST1003_R1.sc80	E25	5BC	D6	Cryo	ST1003	ICSI	ST1003_R1	TE	5	ST1115_D7	ST1115	10	Pass
human_E25_D6_Cryo_NC_9	4479460800	29863072	19490326	7405182	37.9941	9693577	1348907620	1244167637	24.4103	0.4239	7.7648	99.35	17006036	11151241	1.525035285	23.81685532	21.66210689	4899332	1263219	3.878450213	15.42479451	15.27977071	1487170	221537	6.712964426	10.60387777	13.03606374	263085	8634	30.47081306	9.709071114	25.35082468	157523493	116650437	1.350389223	1.352995908	1.549830959	28661673	7968134	3.597037023	0.988275783	2.526875741	5873544	919742	6.386077835	1.341154759	8.671696964	844446	21674	38.96124389	15.95629971	54.32904535	55472980	39702566	1.397213974	1.213883973	1.263425442	11735849	3234961	3.62781777	0.911729248	1.489970966	2631538	430683	6.110150621	0.99431438	3.539907647	257752	10229	25.19816209	6.007921595	28.0582655	ST1003	175927	8240	2.81991962575386	ST1003_R1.sc81	E25	5BC	D6	Cryo	ST1003	ICSI	ST1003_R1	EPI	5	ST1115_D8	ST1115	10	Pass
human_E26_D6_Cryo_NC_33	2125147950	28335306	24491812	11542893	47.1296	9725432	1296595170	1258705968	24.2319	0.4289	2.9222	99.4954	17200468	11800529	1.457601435	21.90206839	20.03055165	4288693	1148319	3.734757502	14.33982468	13.52280584	1101530	171666	6.416704531	9.57727797	9.264057574	159218	4950	32.16525253	8.308963636	8.393459157	149786150	116513685	1.285567013	0.695676827	0.719412297	21214973	6109351	3.472541191	0.765101028	0.928655351	3425229	577892	5.927109218	1.302534851	2.058938077	298598	11935	25.01868454	9.21956682	11.20872524	53995794	40510413	1.332886781	0.746753808	0.74545849	9267135	2625243	3.530010365	0.674910921	0.749025783	1715869	287991	5.958064662	0.685955533	1.085050549	147489	6209	23.75406668	2.622771783	5.790770973	ST1024	398226	8659	2.37603772732067	ST1024_R5.sc41	E26	4CC	D6	Cryo	ST1024	ICSI	ST1024_R5	TE	4	ST0318_D6	ST0318	10	Pass
human_E26_D6_Cryo_NC_35	1902176550	25362354	22144934	11681773	52.7514	9706237	1305989436	1267658778	23.9816	0.4319	2.935	99.4077	16858806	11187471	1.506936286	17.55829913	15.93917575	4733730	1226838	3.858480093	11.59106771	10.9779332	1421962	216941	6.554602403	7.736279726	7.958077311	220792	7718	28.60741125	6.927365898	10.08782112	152059979	115514245	1.316374262	0.609030996	0.666014194	24749546	6992913	3.539232649	0.708089128	1.000208424	4679042	779073	6.005909587	1.209048151	2.501782991	415899	16995	24.47184466	10.52299323	17.43667939	54028652	39509521	1.367484359	0.664113635	0.684974653	10552834	2925840	3.606770705	0.630728816	0.771058957	2286479	378731	6.037211108	0.661939424	1.298213681	201771	9123	22.11673792	2.94092075	8.44571093	ST1024	257739	8233	2.93436383318008	ST1024_R5.sc43	E26	4CC	D6	Cryo	ST1024	ICSI	ST1024_R5	TE	4	ST0318_D6	ST0318	10	Pass
human_E27_D6_Cryo_NC_13	1284298500	17123980	15373408	7161207	46.5818	5356508	731421588	659308763	13.9529	0.2246	9.8593	99.4313	9223194	6486816	1.421836846	22.15681062	20.26075407	2149017	567385	3.787581624	14.20579265	13.31248911	598066	92288	6.480430825	9.473316574	9.071908034	93170	4207	22.14642263	6.424599477	7.320917677	81120515	63730666	1.272864699	0.870818261	0.852294311	11128629	3164594	3.516605606	0.698502787	0.815154632	2024470	339276	5.967029793	0.959009391	1.485476149	174010	9148	19.02164408	5.734323349	8.146038676	28883330	22010444	1.312255673	0.808610823	0.779642766	4706175	1316905	3.573663248	0.591639663	0.667225358	966242	160892	6.005531661	0.614020896	0.972119573	84584	4708	17.96601529	2.508980459	5.155788565	ST1024	67523	5702	3.41957555203412	ST1024_R5.sc57	E27	4CC	D6	Cryo	ST1024	ICSI	ST1024_R5	TE	4	ST0318_D6	ST0318	10	Pass
human_E27_D6_Cryo_NC_14	1469444850	19592598	17660224	8081609	45.7616	5973387	814721371	735474979	15.1613	0.2506	9.7268	99.3992	10368379	7173508	1.4453708	22.47308069	20.52327145	2550263	669969	3.80653881	14.77579425	13.86690577	719295	109621	6.561653333	10.29020343	9.750938892	117369	4610	25.45965293	7.358665944	7.577717626	90342512	69952024	1.291492466	1.847924271	1.711371277	13426985	3803505	3.530160996	1.00752936	1.213897244	2515389	421668	5.965330544	1.429506507	2.346240546	209380	10444	20.04787438	12.40970222	15.11175618	32264159	24214078	1.332454575	1.537803936	1.403366764	5652111	1575812	3.586792714	0.79070629	0.921345741	1187757	197732	6.006903283	0.872298161	1.476399466	101533	5185	19.58206365	5.970520733	9.275775758	ST1024	337052	7925	1.85550004153662	ST1024_R5.sc58	E27	4CC	D6	Cryo	ST1024	ICSI	ST1024_R5	TE	4	ST0318_D6	ST0318	10	Pass
human_E29_D6_NC_1	2228753400	14858356	20480664	9756128	47.6358	4966222	694952957	622437325	14.4333	0.2121	10.4346	99.48	8519283	6419674	1.327058508	30.08963363	28.04161719	1438474	388007	3.707340331	19.28712294	18.2083045	327034	43501	7.517850164	13.16356429	12.63688519	99703	2688	37.09188988	11.34324777	11.64746467	80116923	65860176	1.21646992	0.781633789	0.814761116	7706640	2254950	3.417654493	0.791919528	1.240391874	1028429	158597	6.484542583	2.060243195	4.783613628	198256	6714	29.5287459	18.64995383	18.80550046	28296755	22702281	1.246427837	0.768916843	0.77971774	3269441	945043	3.459568506	0.666918045	0.912260497	492239	76999	6.392797309	0.890596242	2.417135253	84762	2797	30.30461208	6.511147658	10.71476251	ST1003	74365	7418	6.1628454245949	ST1003_R2.sc1	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	EPI	4	ST1115_D2	ST1115	10	Pass
human_E29_D6_NC_25	3382393800	22549292	18858314	7706162	40.8635	7647885	1069425913	979120029	21.2426	0.3336	8.4443	99.38	13463224	9603158	1.401957981	23.9290216	22.21017428	2878332	785105	3.666174588	16.12373533	15.42944017	656141	100545	6.525844149	11.39138853	11.25004711	112605	3697	30.45847985	11.2076792	11.5608346	126774853	99565889	1.273275961	0.946661939	0.944570283	16603342	4832297	3.435910914	0.795581789	1.023508325	2405783	405811	5.928333633	1.30524313	2.652366132	226447	9456	23.94744078	16.20949027	18.62996251	44942120	34254702	1.311998569	0.893733332	0.883637346	7004225	2009286	3.485927339	0.750027099	0.874006138	1162793	195385	5.951291041	0.891404714	1.580939273	107412	4661	23.04484016	6.323288994	9.54264719	ST1003	188440	9181	3.07949479940565	ST1003_R2.sc25	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D1	ST1115	10	Pass
human_E29_D6_NC_26	3761231400	25074876	22602150	11443184	50.6287	8356278	1168943943	1073717000	22.7544	0.3658	8.1464	99.4	14721895	10252616	1.435915965	29.15752288	26.81816838	3463407	926149	3.739578621	19.38611991	18.40859564	874571	130972	6.677541765	13.5669986	13.31374824	162740	4820	33.76348548	11.86677386	13.02510231	138578739	107294159	1.291577662	0.811950879	0.843300163	19834371	5703161	3.477785565	0.762329298	1.081626089	3192875	523348	6.100864052	1.243356505	3.00037972	371907	13039	28.52266278	13.99137127	18.51111896	48931971	36695647	1.333454374	0.808446403	0.818978553	8326047	2358168	3.530726818	0.724975413	0.892348411	1525434	250959	6.078419184	0.816657024	1.692705578	163236	6155	26.52087734	4.504778229	9.730073146	ST1003	104293	7952	4.45763378174949	ST1003_R2.sc26	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	EPI	4	ST1115_D1	ST1115	10	Pass
human_E29_D6_NC_27	3277409700	21849398	22627536	11244733	49.6949	6853527	959313771	861689120	18.0212	0.2936	10.1765	99.38	12961861	8739656	1.483108832	26.13044738	23.61578023	3427792	902730	3.797139787	16.54223436	15.73116477	954589	146662	6.508768461	11.67479381	11.71081787	151746	5592	27.13626609	10.12317239	12.73970332	112787463	85335919	1.321688034	0.898321707	0.927442523	18527137	5250611	3.528567818	0.777311134	1.128149983	3408112	568544	5.994456014	1.139335531	2.87344614	312877	13327	23.47692654	14.72814437	22.96077679	40636664	29746943	1.366078659	0.872415143	0.879418851	7835238	2187685	3.581520191	0.757094152	0.930941518	1621866	271519	5.973305736	0.850816296	1.64736863	134214	6358	21.10946839	5.269160113	11.58295744	ST1003	67790	7434	5.55096621920637	ST1003_R2.sc27	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D1	ST1115	10	Pass
human_E29_D6_NC_28	3504500400	23363336	20989214	11989055	57.1201	7956597	1114200083	1024011547	21.9974	0.3489	8.0945	99.38	13979239	9808818	1.425170596	26.49286689	24.48424145	3196078	853433	3.744966506	17.80972807	17.08054776	809286	119494	6.77260783	12.45030278	12.91436944	161222	4554	35.40228371	12.53139877	15.94575511	132501089	103086430	1.285339778	1.18509363	1.196245991	18441245	5300869	3.478909779	0.915778432	1.394368795	2951634	477650	6.179491259	1.437258872	4.174840841	386421	12704	30.41727015	17.05552346	24.97916741	46555502	35131939	1.325161757	1.081759066	1.07321407	7680476	2177240	3.52762029	0.831026221	1.091601586	1393366	227545	6.123474478	0.927427058	2.325238566	161350	5842	27.61896611	6.38857583	14.03095284	ST1003	180830	9764	4.01482054968755	ST1003_R2.sc28	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D1	ST1115	10	Pass
human_E29_D6_NC_29	3218203800	21454692	24507070	12213261	49.8357	5871257	820882773	707532983	15.8385	0.2411	13.8083	99.38	9829740	6941196	1.416144999	30.65069606	28.24159008	2205095	590419	3.734796814	20.12323269	19.14284313	552104	82120	6.723136873	14.03670616	13.98233639	109019	3664	29.75409389	13.70217795	14.44058458	92936101	72213303	1.286966489	0.903713446	0.934083048	13078403	3758858	3.479355432	0.826802422	1.201043929	2115404	346867	6.098602634	1.400159225	3.43867881	251472	9950	25.27356784	17.46377186	21.82423487	32681936	24711272	1.322551749	0.890523607	0.895154283	5369562	1522283	3.527308654	0.771486688	0.9597943	978675	161248	6.069377605	0.86950635	1.86303448	104829	4422	23.70624152	5.826239258	11.19250465	ST1003	37371	5926	7.02148724947152	ST1003_R2.sc29	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	EPI	4	ST1115_D1	ST1115	10	Pass
human_E29_D6_NC_30	4076043000	27173620	22238506	13788191	62.0014	7456432	1042248379	901775389	19.1877	0.3073	13.4779	99.39	12444133	8422758	1.477441593	33.07569588	30.18403127	3260282	851570	3.828554317	22.02676473	20.85666198	943403	142462	6.622137833	15.6410513	15.43764421	160239	5987	26.76448973	13.31381493	15.67976404	117725217	88885997	1.324451781	0.933338725	0.963719854	19513371	5510952	3.540834868	0.80130314	1.180658583	3680372	605207	6.081178836	1.134431707	2.985519551	385617	16287	23.67636766	12.95638362	21.43889336	41420323	30274595	1.368154487	0.919512586	0.917891731	8040252	2232607	3.601284059	0.749917536	0.942939594	1724967	283806	6.077979324	0.791802746	1.674068924	169375	7974	21.24090795	3.892837973	10.59365314	ST1003	144415	8142	3.89987189696361	ST1003_R2.sc30	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	EPI	4	ST1115_D1	ST1115	10	Pass
human_E29_D6_NC_31	3431702700	22878018	19500092	9775250	50.1293	7196212	1006927825	908308206	19.4456	0.3095	9.7941	99.36	12577402	8640237	1.455677894	30.27821396	27.3341166	3137825	822131	3.816697096	18.57106046	17.36810458	884803	132232	6.691292577	11.94006451	11.78523925	161839	5567	29.07113347	10.9036878	12.54146164	116417339	89831799	1.295947986	0.871591204	0.90606521	17161362	4893515	3.50696013	0.821598763	1.17479025	2988100	489526	6.104068017	1.285973881	3.084472103	342226	13362	25.61188445	13.85661503	19.52332967	40750715	30481630	1.336894221	0.861610699	0.869978773	7104676	1993489	3.563940408	0.767297206	0.943386726	1407539	231606	6.077299379	0.844787139	1.696229888	145692	6296	23.14040661	4.707087039	9.951799069	ST1003	97636	8195	5.13949772624851	ST1003_R2.sc31	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	EPI	4	ST1115_D1	ST1115	10	Pass
human_E29_D6_NC_32	3589911600	23932744	22366966	11714713	52.3751	6647844	922898065	722556222	15.337	0.2462	21.7079	99.39	10858395	7388926	1.469549837	25.48723015	22.92321816	2808120	725701	3.869527533	15.49743976	14.83866696	825022	118934	6.936805287	10.78076816	11.49315958	177149	5427	32.64215957	10.12437074	14.60406686	94394367	72207315	1.307268758	2.378971819	2.232692557	14894737	4175528	3.56715055	1.122928044	1.78791345	2911796	463003	6.288935493	1.458803723	4.731852657	397030	13271	29.9171125	17.41568005	28.2244718	33938476	25113096	1.351425408	1.954039407	1.807813602	6325312	1750161	3.6141315	0.984354702	1.340335234	1368922	220971	6.195030117	1.022858429	2.678908703	160867	6247	25.75108052	7.166543941	16.38000609	ST1003	79389	7512	5.02210633714998	ST1003_R2.sc32	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D1	ST1115	10	Pass
human_E29_D6_NC_33	3951035400	26340236	21729466	13338256	61.3833	7710526	1074213624	977301475	20.9289	0.333	9.0217	99.4	13129656	9343944	1.405151401	25.44641125	23.74866119	2827763	756246	3.739210521	17.46546985	17.12634755	688078	96968	7.095928554	12.73006476	14.47045767	165804	3970	41.76423174	13.38120907	20.75338146	125033151	97990168	1.275976494	0.875208768	0.96797738	16511180	4753417	3.47353914	0.843004988	1.659770043	2545209	396028	6.426841031	1.587729883	6.513691288	429604	11132	38.5918074	20.50614535	33.19007714	43897292	33459295	1.311961056	0.862102345	0.913902252	6823566	1943641	3.510713141	0.780950124	1.234432851	1170301	186791	6.265296508	0.989526048	3.533452223	164064	4949	33.15093958	7.652192362	20.21158676	ST1003	135109	7472	5.37862022515154	ST1003_R2.sc33	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D2	ST1115	10	Pass
human_E29_D6_NC_34	3921390300	26142602	26526384	16218671	61.1417	8305292	1156915785	1064106313	22.2562	0.3626	8.0221	99.4	14480492	10001550	1.447824787	25.84224947	23.87265232	3500518	916721	3.818520575	17.39231482	16.99718469	942078	130933	7.195115059	12.42949929	14.20309164	231090	5132	45.02922837	11.30785464	20.16747211	136590255	105016191	1.30065901	0.857316743	0.972963262	20284445	5756081	3.524002703	0.830632646	1.714052321	3485430	531359	6.559463564	1.408970658	6.243122481	625857	13979	44.77122827	16.88927176	30.11445702	48059433	35837016	1.341055656	0.843457897	0.914160272	8390033	2352812	3.565959796	0.757928878	1.279080109	1609247	252505	6.373129245	0.853703887	3.524878617	241298	6720	35.90744048	5.379157738	19.34945764	ST1003	78282	7411	5.65008558800235	ST1003_R2.sc34	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D2	ST1115	10	Pass
human_E29_D6_NC_35	3316992900	22113286	18113948	11397022	62.9185	7329083	1022941038	940338559	20.6229	0.3204	8.075	99.44	12745044	9157373	1.391779498	27.48937239	25.50091239	2654108	709775	3.739365292	18.0988151	17.48792834	646657	91373	7.077112495	12.77829676	13.79214942	157832	3980	39.65628141	12.97418342	17.61419706	121375694	96196656	1.26174546	0.775670344	0.844924405	15047435	4344650	3.463440093	0.752049824	1.410744495	2259272	352249	6.413849294	1.514622667	5.511157683	383977	10871	35.3212216	18.91102015	27.49224584	42546011	32788782	1.297578269	0.763335154	0.803204766	6262560	1787385	3.503755486	0.699418402	1.066282606	1054751	168451	6.261470695	0.862061252	2.964030525	149192	4617	32.31362357	6.406105696	16.62425465	ST1003	189346	9200	3.37002101972051	ST1003_R2.sc35	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D2	ST1115	10	Pass
human_E29_D6_NC_36	3449706600	22998044	18546274	11772478	63.4762	7241601	1011667264	920539975	19.415	0.3137	9.0076	99.39	13416117	9200895	1.458131736	23.87133134	21.8981738	3341923	881798	3.789896325	15.73133886	15.24597119	898377	132193	6.795949861	11.41784641	12.31701777	175888	4874	36.0869922	10.85296471	16.62710651	120456283	92222134	1.306153716	0.883785837	0.948905954	18524020	5271915	3.513717501	0.798887287	1.363925547	3222272	520396	6.191961506	1.253156269	4.28667227	407600	12444	32.75474124	16.56749277	27.58808344	43079043	31948882	1.348374037	0.86366249	0.898410045	7798252	2190206	3.560510746	0.757440611	1.076926591	1519572	248646	6.111387273	0.847945392	2.449641557	163470	5763	28.36543467	5.525425993	16.60177721	ST1003	132174	7461	4.82091788097508	ST1003_R2.sc36	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D2	ST1115	10	Pass
human_E29_D6_NC_37	3634442100	24229614	19937648	11921408	59.7935	7894437	1100962953	1012583588	21.6241	0.345	8.0275	99.44	14192798	9869088	1.438106338	24.07441164	22.19760853	3352218	893550	3.751572939	16.10344917	15.45880191	859330	127946	6.716349085	11.21930353	11.73825308	162769	4664	34.89901372	10.53670669	14.86658756	132362053	102282864	1.294078478	0.746478129	0.805117147	19137411	5492727	3.484136568	0.743022721	1.200212426	3110423	507083	6.13395243	1.27060568	3.821089035	378037	12386	30.52131439	16.86576296	24.6877507	46781368	35049414	1.33472611	0.741829813	0.772094794	7990604	2261879	3.53272832	0.693980637	0.937482409	1467292	241073	6.086504918	0.812293538	2.083917939	157623	5674	27.77987311	5.193923158	13.42762979	ST1003	135167	7748	3.88704343515799	ST1003_R2.sc37	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D2	ST1115	10	Pass
human_E29_D6_NC_39	3446161800	22974412	18926066	11658647	61.601	7580995	1061494183	970218337	20.505	0.3306	8.5988	99.43	13922182	9587991	1.452043708	23.57366092	21.66475325	3402754	903772	3.765058001	15.7284677	15.10318927	889125	132493	6.710731888	11.48087348	11.7440154	166320	4809	34.58515284	10.92453525	13.73788191	127128902	97474370	1.304229019	0.777913622	0.826302037	19195647	5505404	3.486691803	0.736874206	1.157078516	3141468	517172	6.074319569	1.261447487	3.571134928	344193	11457	30.04215763	16.98353496	24.88395949	45226120	33615685	1.345387429	0.764464835	0.788173808	8028963	2269565	3.537666029	0.697472458	0.924358879	1493862	247095	6.045699023	0.807198729	1.973144313	147266	5522	26.66896052	5.615586744	13.55025729	ST1003	134832	7776	3.51919425655631	ST1003_R2.sc39	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D2	ST1115	10	Pass
human_E29_D6_NC_40	3446453100	22976354	16873428	9293613	55.0784	4866536	679803281	538740783	11.5164	0.1836	20.7505	99.4	7171733	4912569	1.459874253	33.70473919	30.59247639	1825824	483456	3.776608419	21.24869049	20.47610967	517447	83200	6.219314904	15.36323702	16.06326965	58884	3419	17.2225797	18.01545481	24.57691937	68974863	52517572	1.313367324	7.229910211	6.512079247	11098399	3115149	3.562718509	3.084356498	3.986455517	2203905	360581	6.112094093	4.508415834	8.406444928	247870	11956	20.73185012	29.53539645	44.19689176	23987971	17677075	1.357010195	5.722973398	5.067557736	4548121	1254218	3.626260347	2.21227887	2.986602162	1021636	166560	6.133741595	2.89660897	6.073998606	111289	5608	19.84468616	18.29090763	35.41141308	ST1003	88956	6715	4.18409101128648	ST1003_R2.sc40	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	EPI	4	ST1115_D2	ST1115	10	Pass
human_E29_D6_NC_42	3073241700	20488278	20865632	9269521	44.4248	5391252	744972874	645492484	13.7126	0.2199	13.3536	99.36	8423971	6096099	1.381862565	31.02912994	29.05527308	1675976	447334	3.746587561	21.2508953	20.7352479	391678	50410	7.769847253	15.56192303	17.30066141	125092	2486	50.31858407	14.55952132	21.27861638	79815345	62647514	1.274038504	0.890781739	0.987551621	10303406	2972787	3.465907917	0.854084564	1.736665853	1509636	225806	6.685544228	1.771889542	7.306810231	316307	6913	45.7553884	24.68242442	30.65919553	27970352	21498799	1.30101928	0.891094789	0.967691589	4099384	1173512	3.493261253	0.833368351	1.456944353	652725	100221	6.512856587	1.209174225	4.935616132	117562	2644	44.46369138	10.46422466	22.91553368	ST1003	135433	7202	4.06104863659522	ST1003_R2.sc42	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	EPI	4	ST1115_D3	ST1115	10	Pass
human_E29_D6_NC_43	3340057200	22267048	21588552	10118017	46.8675	5622588	777284913	665631946	14.2227	0.2268	14.3645	99.35	8458879	6117738	1.382680821	33.26463784	31.2414199	1687180	461677	3.65445972	23.59796776	22.58596637	368890	54451	6.774714881	16.49139887	16.34658934	77293	2353	32.84870378	13.69230344	16.53309071	82424641	64441004	1.279071335	0.861150593	0.892216972	10881276	3176529	3.425523897	0.836167021	1.176430375	1502257	248514	6.044959238	1.528244043	3.662094675	177792	6114	29.0794897	17.36329571	21.85251834	28755630	21994607	1.307394581	0.869568272	0.892760258	4328094	1249420	3.464082534	0.82539291	1.05611931	670977	111279	6.02968215	1.097496113	2.457619605	74284	2731	27.20029293	6.770164775	14.29787168	ST1003	70394	6244	5.30442935477456	ST1003_R2.sc43	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	EPI	4	ST1115_D3	ST1115	10	Pass
human_E29_D6_NC_44	3798733200	25324888	18772164	9460532	50.3966	8090726	1119020696	1028932349	21.2521	0.3506	8.0506	99.38	12764020	9224771	1.383667952	27.63803672	26.10421783	2521429	692591	3.640574307	20.15787047	19.54120399	523845	74783	7.004867416	14.56028897	15.32169	126131	2885	43.71958406	13.13394107	18.29674053	127238599	99337030	1.280877826	0.77725941	0.829954702	16725392	4899957	3.41337526	0.75821917	1.23118032	2184339	352786	6.191682777	1.376061975	4.688919934	314050	8443	37.19649414	20.07417979	26.83673797	44034114	33628250	1.309438166	0.790505527	0.830718708	6583535	1910672	3.445664667	0.764112051	1.086325552	953033	155535	6.127450413	0.985052303	3.108302777	122454	3433	35.66967667	8.82192543	18.58826343	ST1003	183761	8212	4.25389500492487	ST1003_R2.sc44	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D3	ST1115	10	Pass
human_E29_D6_NC_45	3516194400	23441296	20080094	9396646	46.7958	7167401	990936793	898136149	18.4694	0.306	9.3649	99.39	11894778	8514292	1.397036653	26.05574662	24.51246867	2445801	671564	3.641947752	18.6886655	18.30290895	508409	73059	6.958882547	14.31555647	15.37700719	118911	2600	45.735	13.50477308	19.47003027	112440909	87111314	1.290772735	0.771934276	0.828232945	15528291	4540148	3.420216918	0.739041793	1.235536173	2063455	336152	6.138458197	1.459485947	4.832121486	276522	6732	41.07575758	22.66051842	29.07094615	39623606	30029491	1.319489764	0.785540147	0.824454388	6190527	1794901	3.448951781	0.734648184	1.061017233	903090	148892	6.065403111	0.904197002	3.053850281	106006	2683	39.51024972	8.656369735	20.22050978	ST1003	186699	8198	3.51689082426794	ST1003_R2.sc45	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D3	ST1115	10	Pass
human_E29_D6_NC_46	3484746000	23231640	20473932	9429848	46.0578	5899808	814820395	665965555	14.2561	0.2269	18.2684	99.37	8266792	6070606	1.361773767	31.33893437	29.678539	1531545	419563	3.6503338	22.7288227	22.11793239	318537	43442	7.332466277	16.8180314	17.93548756	89869	2133	42.13267698	14.05397093	21.03632454	81952810	64640879	1.267817073	0.891886663	0.950149864	10146213	2970849	3.415257053	0.831643709	1.454547748	1317358	206818	6.369648677	1.764205292	6.087711814	225218	5884	38.27634262	25.44414514	29.95226327	28391841	21972704	1.292141422	0.883549424	0.925476825	3961551	1151415	3.440593531	0.806676976	1.228153031	559486	89209	6.271631786	1.107162842	3.954366383	84965	2280	37.26535088	10.22388596	21.09821479	ST1003	44653	6511	5.02541822497929	ST1003_R2.sc46	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D3	ST1115	10	Pass
human_E29_D6_NC_47	3531971700	23546478	20403648	9625454	47.1752	7655724	1057982124	970125002	20.4011	0.3306	8.3042	99.35	12077378	8878899	1.360233741	27.6779161	26.2210932	2204345	611564	3.604438783	20.10905086	19.50327838	428402	60839	7.041568731	14.85078979	15.28677749	106240	2420	43.90082645	13.29	16.89456692	120428824	95241644	1.264455536	0.778507856	0.818540732	14531988	4293884	3.384345735	0.774023718	1.168367173	1718198	278414	6.171377876	1.436809787	4.438372318	245061	6618	37.0294651	20.49908885	24.92356756	41689515	32291781	1.291025571	0.797527625	0.823606466	5727552	1676681	3.416005788	0.757113255	1.017215405	753946	123007	6.129293455	0.953291114	2.836809718	99716	2846	35.03724526	7.308025299	16.06858929	ST1003	89084	7699	4.53504557496296	ST1003_R2.sc47	E29	4BB	D6	Fresh	ST1003	ICSI	ST1003_R2	TE	4	ST1115_D3	ST1115	10	Pass
