Sample	Total_base	Total_read	Clean_read	Mapped_read	Mapping_ratio	Dedup_read	Dedup_base	Genomic_base	Genomic_coverage	Genomic_depth	Lambda_percent	Conversion_ratio	CpG_TotalCpG.1X.	CpG_TotalUnique.1X.	CpG_MeanCov.1X.	CpG_MethRatio.1X.	CpG_MethReadRatio.1X.	CpG_TotalCpG.3X.	CpG_TotalUnique.3X.	CpG_MeanCov.3X.	CpG_MethRatio.3X.	CpG_MethReadRatio.3X.	CpG_TotalCpG.5X.	CpG_TotalUnique.5X.	CpG_MeanCov.5X.	CpG_MethRatio.5X.	CpG_MethReadRatio.5X.	CpG_TotalCpG.10X.	CpG_TotalUnique.10X.	CpG_MeanCov.10X.	CpG_MethRatio.10X.	CpG_MethReadRatio.10X.	CHH_TotalCHH.1X.	CHH_TotalUnique.1X.	CHH_MeanCov.1X.	CHH_MethRatio.1X.	CHH_MethReadRatio.1X.	CHH_TotalCHH.3X.	CHH_TotalUnique.3X.	CHH_MeanCov.3X.	CHH_MethRatio.3X.	CHH_MethReadRatio.3X.	CHH_TotalCHH.5X.	CHH_TotalUnique.5X.	CHH_MeanCov.5X.	CHH_MethRatio.5X.	CHH_MethReadRatio.5X.	CHH_TotalCHH.10X.	CHH_TotalUnique.10X.	CHH_MeanCov.10X.	CHH_MethRatio.10X.	CHH_MethReadRatio.10X.	CHG_TotalCHG.1X.	CHG_TotalUnique.1X.	CHG_MeanCov.1X.	CHG_MethRatio.1X.	CHG_MethReadRatio.1X.	CHG_TotalCHG.3X.	CHG_TotalUnique.3X.	CHG_MeanCov.3X.	CHG_MethRatio.3X.	CHG_MethReadRatio.3X.	CHG_TotalCHG.5X.	CHG_TotalUnique.5X.	CHG_MeanCov.5X.	CHG_MethRatio.5X.	CHG_MethReadRatio.5X.	CHG_TotalCHG.10X.	CHG_TotalUnique.10X.	CHG_MeanCov.10X.	CHG_MethRatio.10X.	CHG_MethReadRatio.10X.	orig.ident	nCount_RNA	nFeature_RNA	percent.mt	Cell_id	Embryo	Grade	Day	Preservation	Batch	Group	Index	Lineage	Stage	PBAT_index	PBAT_batch	lambda_percent	Meth_QC
human_E15_D5_Allo_ST_28	3530744100	23538294	19360146	9551091	49.3338	6776161	946165516	873429137	18.4533	0.2976	7.6875	99.51	9263453	6554821	1.413227455	25.22346641	23.20668072	2083992	549599	3.79184096	16.32982829	15.63628656	567101	83885	6.76045777	11.04363259	11.80320535	109456	3543	30.893593	12.9919475	16.18189684	84710050	66583802	1.272232096	1.114647202	1.133856232	11346731	3234748	3.50776351	0.931942324	1.45642107	1964878	315717	6.22354197	1.964722901	4.48108567	257711	8965	28.7463469	20.02189738	23.90576906	30120777	22973202	1.311126634	1.016892488	1.00152378	4792682	1347981	3.555452191	0.737270429	1.029126162	930439	151581	6.138229725	0.997233624	2.381569184	102056	3784	26.97040169	8.52880814	14.97119719	ST1008	329715	10090	2.22434526788287	ST1008_R2.sc68	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	PE	5	ST0103_D2	ST0103	10	Pass
human_E15_D5_Allo_ST_41	2975914500	19839430	16653302	7732954	46.435	5827947	813050365	742114677	16.3659	0.2529	8.7246	99.39	13559242	9437416	1.436753662	23.7896972	21.51599057	3223711	846388	3.808786278	14.30664065	13.53118286	877211	126315	6.944630487	9.280808059	9.641901356	186892	4689	39.85753892	9.528278951	11.69002756	121781641	95131934	1.280134187	0.86400436	0.899170777	16841085	4793747	3.513135966	0.794870013	1.233405849	2898545	456802	6.345298401	1.644399346	3.758073533	426587	11814	36.10859997	15.52533689	17.59952765	43550864	32928580	1.322585547	0.792744935	0.798000861	7206453	2025602	3.55768458	0.639496313	0.874525507	1382638	221881	6.231439375	0.82741758	1.967830083	171621	5137	33.40879891	5.054113296	10.54408196	ST1008	134472	8976	3.46912368374085	ST1008_R2.sc81	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D1	ST0103	10	Pass
human_E15_D5_Allo_ST_42	3517142400	23447616	18401712	8172286	44.4105	5287699	737531511	642652257	13.8533	0.219	12.8644	99.44	12958676	9046367	1.432472947	19.87546671	18.27764242	3027157	812533	3.725580376	13.03173679	12.58515702	757673	115588	6.55494515	9.412281811	9.906665659	126232	3523	35.830826	12.76676412	13.70890852	114001804	88510804	1.28799874	0.886189168	0.925661521	16200072	4656529	3.479001634	0.89968638	1.280005625	2631213	436982	6.021330398	1.871170369	3.731174341	270133	9330	28.95316184	21.24225509	22.60517615	41151137	30978783	1.328365191	0.838196793	0.847885416	6903751	1960304	3.521775704	0.751856125	0.953401841	1248447	208738	5.980928245	1.008893541	2.003054563	112507	4057	27.73157506	8.355654424	13.21339561	ST1008	85857	7339	3.91581350384942	ST1008_R2.sc82	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D1	ST0103	10	Pass
human_E15_D5_Allo_ST_43	4231569900	28210466	23146664	11192515	48.3548	7813603	1090099229	1008541306	20.5697	0.3436	7.4817	99.41	12931287	9215237	1.403250616	23.14417104	21.34979547	2797586	742848	3.766027505	14.76199887	14.37379675	706030	98970	7.133777912	10.22985056	11.71322532	168083	3413	49.24787577	13.42072077	17.40081228	119606166	94650245	1.263664621	1.194501983	1.239858686	15147795	4335541	3.49386501	1.018513111	1.737760763	2439640	371825	6.561258657	2.23825625	6.066559673	445529	10167	43.82108783	23.70073866	25.36447327	42437475	32584915	1.302365681	1.088139589	1.099014982	6431401	1823319	3.527304328	0.848116002	1.253307143	1140893	179988	6.338717026	1.13689946	3.286546179	165789	4055	40.88508015	9.298895191	16.86714468	ST1008	301837	9429	2.24492027153729	ST1008_R2.sc83	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	PE	5	ST0103_D1	ST0103	10	Pass
human_E15_D5_Allo_ST_44	3650283300	24335222	19470826	9476749	48.6715	7138365	994335222	914655121	19.4877	0.3117	8.0134	99.44	9763027	6881786	1.418676344	27.96561615	25.66879002	2217773	587526	3.774765712	17.84837723	17.10607446	585820	85872	6.822014161	12.3767292	12.96883258	117274	3305	35.48381241	13.73070802	16.55435834	89499384	69988005	1.278781757	0.95611171	0.988606022	12277924	3497701	3.510284041	0.837779193	1.350572782	2127130	339415	6.267047714	1.766341087	4.264099796	289136	8954	32.29126647	17.05436788	22.13694455	31860533	24188705	1.317165718	0.874307016	0.876230666	5166116	1452954	3.555595015	0.668950621	0.972524823	999607	161797	6.178155343	0.892205109	2.358032647	115562	3833	30.14923037	7.144633446	14.52381882	ST1008	361506	10488	2.63342793757227	ST1008_R2.sc84	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D1	ST0103	10	Pass
human_E15_D5_Allo_ST_45	3415450800	22769672	18286334	8151399	44.5765	5381522	750748927	652381319	14.1429	0.2223	13.1026	99.43	13443536	9214489	1.458956216	22.06590461	19.84593959	3380916	893247	3.784973249	13.16996899	12.63971163	924710	140880	6.563813174	8.875563955	9.562663732	150534	4731	31.81864299	11.09143944	14.36468844	116975488	90164786	1.29735225	3.032835626	2.817471473	17557733	4983686	3.52304158	1.564018108	2.09830053	3153273	513409	6.141834288	2.4522522	5.036512874	364508	12626	28.86963409	23.6846523	28.12139168	42159598	31432216	1.341286214	2.431034632	2.218149075	7506850	2102874	3.569804943	1.204497112	1.505368206	1504925	247601	6.078024725	1.378459659	2.825210765	148829	5655	26.31812555	10.90052874	17.75937741	ST1008	142140	8085	3.38891233994653	ST1008_R2.sc85	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D1	ST0103	10	Pass
human_E15_D5_Allo_ST_46	3310566300	22070442	18526700	8972491	48.4301	6654924	930166944	861402079	18.8761	0.2935	7.3927	99.41	12846167	9014463	1.425061815	24.88965834	22.82179313	2951528	780180	3.783137225	15.41330745	15.28617237	773958	110762	6.987576967	10.42847339	13.17528064	169800	3969	42.78155707	15.69585034	24.41051514	117419847	91781635	1.279339238	1.77184852	1.846742418	16116480	4565814	3.529815275	1.157133026	2.612488094	2809290	424071	6.624574658	2.149021862	9.976057353	527302	11501	45.84836101	27.80470133	46.62986406	41700561	31623928	1.318639512	1.509740004	1.489493336	6769628	1908107	3.5478241	0.959018126	1.547205802	1267631	202315	6.265630329	1.21839656	4.249978756	166645	4667	35.70709235	11.6670195	25.72770134	ST1008	441065	9859	1.50907462618888	ST1008_R2.sc86	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D1	ST0103	10	Pass
human_E15_D5_Allo_ST_47	2969199600	19794664	17232150	8348489	48.4472	6484435	905962964	841166216	18.3232	0.2866	7.1523	99.45	10526376	7793476	1.350665095	33.97672162	32.42401777	1878263	525294	3.57564145	25.85155079	24.98643828	356667	54109	6.591639099	20.45498013	19.43859266	68570	1996	34.35370741	16.00435371	15.2326357	100709288	80512723	1.25084936	0.991292642	0.966053789	11441127	3387950	3.377005859	0.74399559	0.937677661	1356914	229121	5.922259418	1.259609202	2.623683881	137472	4616	29.78162912	15.09957756	16.74233968	35531247	27739754	1.28087823	0.946242209	0.916068271	4715833	1380575	3.41584702	0.707622628	0.831697817	638713	107786	5.925751025	0.79751554	1.674934924	61682	2192	28.13959854	5.63564781	10.70649865	ST1008	379077	10479	2.30190700042472	ST1008_R2.sc87	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D1	ST0103	10	Pass
human_E15_D5_Allo_ST_48	3422442300	22816282	19307130	9195768	47.6289	6898814	963954553	890850468	19.2265	0.3035	7.5838	99.47	8698603	6641096	1.309814374	31.17785687	29.67808546	1367295	378573	3.61170765	22.39288217	21.61924324	274938	39914	6.888259758	16.80548053	16.83982676	64278	2077	30.94752046	19.55202696	18.40913579	84164747	69523838	1.210588331	2.399577136	2.274135201	7691380	2271608	3.385874676	1.257044376	1.718666072	945326	152143	6.213404494	2.526737806	5.702375773	145300	5710	25.44658494	26.89061121	27.73428424	29482719	23776603	1.239988698	2.098308631	1.97569741	3251477	949553	3.424218553	1.13969552	1.426253844	451395	73772	6.118784905	1.610402727	3.47237023	59582	2363	25.21455777	14.28173931	18.21695915	ST1008	248662	8950	2.89469239369103	ST1008_R2.sc88	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D1	ST0103	10	Pass
human_E15_D5_Allo_ST_49	3703800300	24692002	21490694	10331131	48.0726	7339705	1027078741	952300576	19.9418	0.3245	7.2807	99.48	7592958	5565776	1.364222707	34.26388353	32.32145989	1455567	398534	3.652303191	24.5299036	23.50244783	330610	51195	6.457857213	17.91036117	17.63406582	52846	2134	24.76382381	15.80317713	17.356026	73003028	58223528	1.253840681	1.944173257	1.804096294	8616123	2514161	3.427037091	1.007364306	1.274655925	1230261	206712	5.951570301	1.577857115	3.206636706	116602	5286	22.05864548	18.67809875	22.4789616	25638528	19926368	1.28666338	1.80252351	1.649226969	3578290	1030487	3.472426144	0.900493446	1.059123724	583260	98438	5.925150856	0.97722282	1.937384768	48188	2331	20.67267267	8.778721579	14.51181041	ST1008	245679	7916	2.02459306656247	ST1008_R2.sc89	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D2	ST0103	10	Pass
human_E15_D5_Allo_ST_50	3175416900	21169446	17580830	7971916	45.3444	5284291	738077951	642209093	14.063	0.2188	12.989	99.52	12123389	8615500	1.407160234	35.0970651	32.88053255	2639497	721710	3.657282011	25.2124321	23.98357967	612575	97680	6.271242834	17.95593325	16.95514861	78875	3251	24.26176561	13.38003384	11.81101363	114717485	89626005	1.279957586	1.374027162	1.297986072	15444747	4502026	3.430621458	0.926986057	1.009411014	2254708	391008	5.766398641	1.194646376	1.661689944	136245	6872	19.82610594	8.814150175	10.38790246	40587354	30789999	1.318199263	1.309254358	1.232657679	6468946	1856470	3.484541091	0.901733058	0.948920204	1090501	187168	5.826321807	0.942955366	1.222938503	70251	3631	19.34756265	3.800404847	5.952940172	ST1008	229761	7692	2.51522233973564	ST1008_R2.sc90	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D2	ST0103	10	Pass
human_E15_D5_Allo_ST_51	3130955100	20873034	17822982	7739771	43.4258	5058169	707790012	620174161	13.6551	0.2113	12.3788	99.45	10827087	8003601	1.352776956	36.06654167	33.88856806	1993287	540752	3.686138932	24.57024475	23.70023719	454893	65497	6.945249401	16.91942715	18.08884258	102414	2803	36.53728148	18.33953621	23.50735573	103353685	83643749	1.23564147	1.723940948	1.695898588	11098586	3226840	3.439459657	1.107874555	1.803001616	1564606	242981	6.439211296	1.827398397	6.398982217	268053	7383	36.30678586	23.60392794	31.70888862	36387395	28657364	1.269739778	1.621898528	1.569763413	4709937	1354659	3.47684325	1.048999416	1.444414516	748019	120194	6.223430454	1.199264606	3.627715472	99123	3059	32.40372671	9.983707094	21.02527708	ST1008	203570	8893	2.6649309819718	ST1008_R2.sc91	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	EPI	5	ST0103_D2	ST0103	10	Pass
human_E15_D5_Allo_ST_52	3673997400	24493316	20624284	10143142	49.1806	7038575	983144777	908180819	18.9214	0.3094	7.6249	99.54	7741876	5698170	1.358660061	33.75759062	31.84403636	1458320	397296	3.670613346	23.96132901	23.02367167	333288	50095	6.653119074	17.22465276	17.37894044	63083	2146	29.39561976	17.02362069	19.11749092	74284182	59522762	1.24799622	1.717101873	1.642285352	8529511	2484551	3.433019085	1.071801754	1.445396341	1220124	199752	6.108194161	1.673070357	4.016401677	146914	5449	26.96164434	21.63135254	24.82880896	26100608	20383329	1.280487991	1.622454086	1.530024522	3552025	1022033	3.475450401	0.977821088	1.199729808	575490	95328	6.036946123	1.057432444	2.407353334	58853	2286	25.74496938	8.306986002	15.74434421	ST1008	169559	8489	3.07149723694997	ST1008_R2.sc92	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	PE	5	ST0103_D2	ST0103	10	Pass
human_E15_D5_Allo_ST_53	3297329100	21982194	18122420	8186078	45.171	5351681	747367032	654403438	14.2213	0.223	12.4388	99.48	10118365	7628942	1.326313006	32.23461591	30.57560086	1682439	469802	3.581166108	22.94310186	22.00768621	328089	50006	6.560992681	15.96731212	15.63905949	61992	1979	31.32491157	15.58681152	15.08260582	98540635	80437697	1.225055399	1.242298736	1.203658324	9762371	2899176	3.367291603	0.895616299	1.122284287	1136908	190814	5.958200132	1.609861488	3.236154614	124545	4864	25.60546875	16.70054893	18.90238275	34466633	27465955	1.254885658	1.197689503	1.150049414	4075202	1196714	3.405326586	0.849355803	0.975493016	541889	91614	5.914914751	0.989028642	1.900573291	51795	2019	25.653789	6.632927192	11.44887209	ST1008	251172	8786	2.26418549838358	ST1008_R2.sc93	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D2	ST0103	10	Pass
human_E15_D5_Allo_ST_55	3483590700	23223938	18744220	8358547	44.5927	5558520	775856212	685357411	14.7453	0.2335	11.6644	99.42	10546321	7814806	1.34953075	34.17196277	31.81079833	1939841	525928	3.688415525	21.68159841	20.95346496	447077	64384	6.943914637	14.56221561	16.08673099	100772	2702	37.29533679	15.96397853	22.49437373	96682027	78915158	1.225138864	1.217150073	1.246470095	9902259	2873930	3.445546342	0.880602624	1.731479193	1430077	218970	6.530926611	1.744745764	7.202899187	262003	6801	38.52418762	24.91186737	34.64306531	34457650	27353733	1.259705577	1.139321201	1.137234392	4288264	1233789	3.475686685	0.801869631	1.254639327	686268	109645	6.258999498	0.989198687	3.7441538	94513	2827	33.43226035	9.145139724	22.19044713	ST1008	104413	8507	3.08773811690115	ST1008_R2.sc95	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D2	ST0103	10	Pass
human_E15_D5_Allo_ST_8	3533825100	23558834	18707096	9319739	49.8193	7092911	987881968	918766861	19.8539	0.3131	6.9963	99.47	10554717	7818257	1.35000896	33.77271001	31.68015629	1939000	528664	3.667736029	22.90959178	21.93676336	438117	65044	6.735701986	15.73100701	16.03407932	87552	2744	31.90670554	16.2005102	18.45184793	101655370	82429600	1.233238667	3.385389582	3.156715831	10789570	3153137	3.421852587	1.566585613	2.041695433	1483646	239206	6.202377867	2.206282242	5.423619556	206719	7108	29.08258301	22.45268289	28.62874085	35642427	28118134	1.267595744	2.815705454	2.597019617	4571532	1319030	3.465828677	1.328842604	1.603244186	717673	117721	6.09638892	1.494426313	3.226132793	82917	3138	26.42351816	10.95492352	18.24470097	ST1008	118790	8404	2.93543227544406	ST1008_R2.sc48	E15	5BB	D5	Fresh	ST1008	ST	ST1008_R2	TE	5	ST0103_D2	ST0103	10	Pass
human_E16_D6_Allo_ST_45	1553935500	20719140	18908028	9765344	51.6465	7858168	1072418600	1026682071	21.34	0.3498	4.2648	99.4749	13654735	9806916	1.392357699	29.78935055	27.34472726	2870351	776003	3.698891628	18.48634418	17.29231179	685916	103393	6.634066136	11.25262329	10.74680612	125414	3808	32.93434874	10.86454307	9.67037452	125022134	99707322	1.253891204	0.760887452	0.769800681	15093274	4392621	3.436051961	0.781594913	0.912805528	2196322	367850	5.970700014	1.226201794	1.893528472	219694	8989	24.44031594	9.301075759	9.154020865	44128754	34178791	1.291115125	0.712567658	0.699379043	6377687	1831126	3.482931814	0.577787148	0.637554922	1057684	177335	5.964327403	0.589717991	0.958230861	97136	4037	24.06143176	3.469125588	5.229720186	ST1008	479119	10548	1.69164654292566	ST1008_R1.sc45	E16	5CB	D6	Fresh	ST1008	ST	ST1008_R1	TE	5	ST0318_D4	ST0318	10	Pass
human_E16_D6_Allo_ST_46	1677635700	22368476	20600608	10212802	49.5752	7673636	1051227242	978966013	20.425	0.3336	6.874	99.4204	12402577	8860588	1.399746495	26.83089918	24.93786348	2673681	721484	3.705807752	18.19609765	17.08183287	663449	103048	6.438252077	11.79645379	11.13604051	100145	3587	27.91887371	9.588801227	8.23097898	118577466	93604897	1.266786993	0.805808668	0.795999563	15228933	4420716	3.444901912	0.769239055	0.813472034	2301523	393175	5.853686018	1.109058689	1.230190335	167731	8320	20.15997596	3.714096154	2.995296755	41230139	31636894	1.303229672	0.763244976	0.73611825	6278593	1793738	3.500284322	0.608561786	0.612391625	1095521	185339	5.910903803	0.565129681	0.612953362	85450	4356	19.61662075	1.522330119	1.414834406	ST1008	89354	7400	3.59021420417665	ST1008_R1.sc46	E16	5CB	D6	Fresh	ST1008	ST	ST1008_R1	TE	5	ST0318_D4	ST0318	10	Pass
human_E16_D6_Allo_ST_51	1465851750	19544690	17819552	8825305	49.526	6765093	926352284	855108544	18.4356	0.2914	7.6908	99.4253	11015684	8039617	1.370175221	23.89260393	22.33146768	2181992	591910	3.686357723	16.36006276	15.39840257	517031	78888	6.553987932	10.66499125	10.16922867	88405	2974	29.72595831	9.782720242	8.85132255	104705263	84079802	1.245308154	0.813818435	0.80615247	12152207	3544195	3.428763654	0.74350957	0.837428656	1750472	296850	5.896823311	1.093502375	1.557863371	147528	6722	21.94703957	7.27063374	7.713033051	36503363	28526479	1.279630865	0.76785532	0.742856576	5051780	1451490	3.480409786	0.578067138	0.624267733	839776	141584	5.931291671	0.612980704	0.885714786	70707	3265	21.656049	3.309372129	4.507281599	ST1008	421057	9555	1.41714779709161	ST1008_R1.sc51	E16	5CB	D6	Fresh	ST1008	ST	ST1008_R1	TE	5	ST0318_D4	ST0318	10	Pass
human_E16_D6_Allo_ST_54	1586619900	21154932	19165686	6892493	35.9627	3854741	529352487	401044866	8.5036	0.1366	24.2386	99.4413	4975734	3337029	1.491067054	31.80521523	29.23317342	1346851	342771	3.929302654	22.74047559	20.99029136	433553	63587	6.81826474	15.94522921	14.50064029	87284	3932	22.19837233	8.599570193	8.579961161	50225041	37554761	1.337381457	0.996759112	0.96234831	8775597	2453752	3.576399326	0.777421765	0.893886003	1806040	296771	6.085635052	1.083153003	1.504453334	185558	9791	18.9518946	3.829041977	5.671533483	17056953	12390982	1.376561842	0.871825394	0.821881444	3411224	936700	3.641746557	0.584576449	0.65858858	791419	129187	6.126150464	0.607068745	0.927323024	82109	4539	18.08966733	1.657083058	4.004412306	ST1008	171493	8120	2.32021132057868	ST1008_R1.sc54	E16	5CB	D6	Fresh	ST1008	ST	ST1008_R1	TE	5	ST0318_D4	ST0318	10	Pass
human_E17_D6_Allo_ST_10	1787372100	23831628	21682604	7747623	35.732	6104150	833020059	791818970	16.4825	0.2698	4.946	99.4158	11015047	7844771	1.40412601	26.98636645	24.90109533	2413624	644305	3.746089197	17.74720817	16.79591989	613222	91087	6.732266954	11.92528912	11.80046853	117059	3274	35.7541234	10.8579719	12.14254957	97454169	76989716	1.265807618	0.911195366	0.930457585	12734285	3657896	3.481314122	0.83075693	1.156544769	2085722	343769	6.067219557	1.547857195	3.181964955	225069	8130	27.68376384	15.83931242	19.2006893	34706515	26650096	1.302303564	0.898588275	0.888534665	5349058	1517245	3.525507087	0.692382437	0.869114093	976429	161932	6.029870563	0.731740854	1.700074557	92275	3306	27.91137326	6.195732002	12.0096971	ST1008	95098	7300	3.12414561820438	ST1008_R1.sc68	E17	5BC	D6	Fresh	ST1008	ST	ST1008_R1	TE	5	ST0318_D3	ST0318	10	Pass
human_E17_D6_Allo_ST_16	1439443950	19192586	17192890	8321869	48.403	6336494	866958536	805759037	16.7032	0.2745	7.0591	99.4223	10517311	7349678	1.430989358	34.61190689	31.5646913	2496593	649651	3.84297569	22.27545344	20.56473564	723133	106104	6.815322702	14.45742168	13.34610514	144312	4940	29.21295547	8.722690283	9.335306142	97578765	76180121	1.28089538	1.316467094	1.268505353	13750081	3889368	3.535299565	0.935337698	1.163366656	2559683	414090	6.181465382	1.329104712	2.360722062	309576	11978	25.8453832	10.30562114	11.4808041	34114828	25839111	1.320278705	1.216971311	1.154951109	5686504	1583119	3.591962449	0.789395358	0.939744075	1189835	192552	6.179291828	0.825873738	1.537027395	136841	5749	23.80257436	4.688693686	7.860201475	ST1008	589533	10076	0.996551507718822	ST1008_R1.sc74	E17	5BC	D6	Fresh	ST1008	ST	ST1008_R1	TE	5	ST0318_D3	ST0318	10	Pass
human_E18_D6_Allo_ST_18	1464812700	19530836	17810726	8313205	46.6753	5758923	790356507	690781836	15.2423	0.2354	12.5987	99.4337	8891663	6390208	1.391451264	33.58995181	30.91694807	1885157	502555	3.751145646	21.63321187	20.00633541	494897	75026	6.596339935	13.25194599	12.13806786	86785	3545	24.4809591	7.933201693	7.737406464	86420586	68426091	1.2629771	3.083758014	2.799420017	11007354	3173618	3.468392856	1.395160505	1.47927634	1780833	299912	5.93785177	1.568241251	2.061732897	156357	7936	19.70224294	8.079876512	8.778559578	29771806	22955887	1.296913772	2.561101436	2.290016785	4461977	1267131	3.521322578	1.08982825	1.143514512	821976	137805	5.964776314	1.001260114	1.377176365	70710	3748	18.8660619	5.024180896	6.361153585	ST1008	55103	6856	5.05780084568898	ST1008_R3.sc18	E18	6CB	D6	Fresh	ST1008	ST	ST1008_R3	TE	6	ST0318_D4	ST0318	10	Pass
human_E18_D6_Allo_ST_20	1495226100	19936348	18167858	8556578	47.0973	5971433	818908746	720273992	15.7652	0.2454	12.0447	99.3943	9564185	6775719	1.411538023	30.33971981	28.02114234	2154680	569673	3.782310203	20.14535697	18.92312975	587829	89028	6.602742957	12.79252168	12.71797453	99985	3874	25.80924109	9.688577697	13.41495044	90519175	71066022	1.273733529	0.849625199	0.878031286	12213434	3490840	3.498709193	0.815815981	1.144270127	2111589	349470	6.042261138	1.456187255	3.025257174	214117	9554	22.41124136	13.84815365	19.50053494	31477039	24036885	1.309530707	0.789083878	0.790102256	4991910	1406844	3.548303863	0.650831535	0.836669635	969811	161268	6.013660491	0.751227646	1.666815637	87438	4190	20.86825776	5.40926969	12.04731124	ST1008	60112	6462	4.78107532605802	ST1008_R3.sc20	E18	6CB	D6	Fresh	ST1008	ST	ST1008_R3	TE	6	ST0318_D4	ST0318	10	Pass
human_E19_D6_Allo_ST_16	1806348300	24084644	22059868	10114538	45.8504	6886748	943940038	814572125	16.7486	0.2776	13.7051	99.4332	10730588	7300296	1.469883961	24.09334208	22.08409224	2792266	720008	3.878104132	16.48645403	15.39921167	858306	128902	6.65859335	11.0950429	10.70154871	148574	6266	23.71113948	7.73604692	9.60059923	99751255	76179829	1.309418206	1.064421344	1.042399547	15835031	4442145	3.564726275	0.820917813	1.020355627	3172521	520512	6.095000692	1.121951905	1.965289875	330307	16522	19.99195013	7.382341121	10.85145144	34901835	25800722	1.352746446	0.980131959	0.933328636	6529069	1798407	3.630473525	0.655364559	0.766844714	1484856	242998	6.110568811	0.654963127	1.152576149	149260	8146	18.32310336	2.49987724	6.169112689	ST1008	179734	8423	3.01111642760969	ST1008_R3.sc36	E19	4CB	D6	Fresh	ST1008	ST	ST1008_R3	TE	4	ST0318_D4	ST0318	10	Pass
human_E19_D6_Allo_ST_17	1453415400	19378872	17406034	8087036	46.4611	5538527	758469016	655677822	14.6162	0.2234	13.5525	99.4676	8724584	6250300	1.395866438	25.04572756	23.09992949	1885498	504229	3.739368422	16.35261157	15.32119114	493877	76841	6.427258885	10.90053904	10.20556185	74626	3268	22.83537332	8.040740514	6.953204915	83054730	65661309	1.264896044	3.546826335	3.208348457	10735379	3086090	3.478634453	1.532897589	1.643008117	1803053	305374	5.90440902	1.82870991	2.418845403	144676	7750	18.66787097	8.445323871	10.70454208	28839116	22167749	1.30094923	2.929746487	2.615806033	4418630	1251019	3.532024693	1.227547112	1.321842655	839967	141832	5.922267189	1.231218484	1.766507339	65724	3708	17.72491909	6.526213592	9.556633498	ST1008	99878	7249	3.93079557059613	ST1008_R3.sc37	E19	4CB	D6	Fresh	ST1008	ST	ST1008_R3	TE	4	ST0318_D4	ST0318	10	Pass
human_E20_D6_Allo_ST_1	1770662400	23608832	21788750	10185765	46.7478	6251712	857790011	739597894	14.691	0.252	13.7787	99.478	9594087	6169466	1.555091964	43.26708479	38.81269661	2940737	741097	3.968086499	29.07002527	26.50994903	1006594	151955	6.624290086	18.89542147	17.21230081	170698	9370	18.21750267	8.840986126	9.171716365	91683557	66516526	1.378357568	0.955487074	0.923325388	18446259	5088431	3.625136904	0.720267361	0.850213358	4204895	699996	6.007027183	0.922345999	1.392211703	352645	22871	15.41887106	4.631585414	7.715108849	31861128	22347493	1.425713748	0.860379993	0.818404419	7353850	1986845	3.701270104	0.627218464	0.700243811	1894865	310814	6.096459619	0.626904837	0.913525628	178366	11891	15.0000841	1.786315701	4.062998161	ST1024	256739	10044	2.4998149872049	ST1024_R2.sc17	E20	3BC	D6	Fresh	ST1024	ST	ST1024_R2	TE	3	ST0318_D5	ST0318	10	Pass
human_E20_D6_Allo_ST_33	4274561100	28497074	25142086	10293681	40.942	5312490	739501472	574105657	11.7725	0.1956	22.3659	99.36	9810835	7367985	1.331549263	21.17772288	19.56751253	1704097	471806	3.611859535	12.81902837	12.1451049	349874	53133	6.584871925	8.494288672	8.046066412	66869	2202	30.36739328	7.323160763	6.571018409	87521995	71907284	1.217150616	1.683539224	1.6054334	8633349	2548520	3.387593191	1.117504705	1.263372302	1087443	184595	5.890966711	1.604567458	2.548841751	103168	4361	23.65695941	11.06166476	13.13393213	31337728	25087204	1.249151878	1.687606953	1.595584098	3736522	1088717	3.432041568	1.107808466	1.168327249	539091	91373	5.899893842	1.172481805	1.577860287	48255	2033	23.73585834	5.222001968	6.509144337	ST1024	46348	5475	5.1480107016484	ST1024_R2.sc73	E20	3BC	D6	Fresh	ST1024	ST	ST1024_R2	EPI	3	ST1227_D1	ST1227	10	Pass
